# file...... rtp_balance_new.csv
# date...... Tue Jun 09 20:52:18 2009
# user...... D3X175
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 86400
# limit..... 365
# property.. timestamp,sum(measured_energy)
2007-02-21 08:00:00,2.53269e+007
2007-02-22 08:00:00,2.54518e+007
2007-02-23 08:00:00,2.56232e+007
2007-02-24 08:00:00,2.57884e+007
2007-02-25 08:00:00,2.59085e+007
2007-02-26 08:00:00,2.60529e+007
2007-02-27 08:00:00,2.61518e+007
2007-02-28 08:00:00,2.62525e+007
2007-03-01 08:00:00,2.63376e+007
2007-03-02 08:00:00,2.65025e+007
2007-03-03 08:00:00,2.66369e+007
2007-03-04 08:00:00,2.68003e+007
2007-03-05 08:00:00,2.69311e+007
2007-03-06 08:00:00,2.70042e+007
2007-03-07 08:00:00,2.70761e+007
2007-03-08 08:00:00,2.71606e+007
2007-03-09 08:00:00,2.7211e+007
2007-03-10 08:00:00,2.72525e+007
2007-03-11 08:00:00,2.73145e+007
2007-03-12 08:00:00,2.74225e+007
2007-03-13 08:00:00,2.74647e+007
2007-03-14 08:00:00,2.75029e+007
2007-03-15 08:00:00,2.75443e+007
2007-03-16 08:00:00,2.75871e+007
2007-03-17 08:00:00,2.77201e+007
2007-03-18 08:00:00,2.77936e+007
2007-03-19 08:00:00,2.79046e+007
2007-03-20 08:00:00,2.8037e+007
2007-03-21 08:00:00,2.81184e+007
2007-03-22 08:00:00,2.83028e+007
2007-03-23 08:00:00,2.84135e+007
2007-03-24 08:00:00,2.85187e+007
2007-03-25 08:00:00,2.85998e+007
2007-03-26 08:00:00,2.87004e+007
2007-03-27 08:00:00,2.87314e+007
2007-03-28 08:00:00,2.87674e+007
2007-03-29 08:00:00,2.88485e+007
2007-03-30 08:00:00,2.8875e+007
2007-03-31 08:00:00,2.89025e+007
