$state_name=Virginia
$city_name=Charlottesville
$lat_deg=38.090
$long_deg=-78.460
$elevation=148
$timezone_offset=-75.0
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed
8:21:1:0:0,68.540,71.598,0.000,0.000,998.000,0.224
8:21:2:0:0,67.280,72.868,0.000,0.000,999.000,0.224
8:21:3:0:0,65.480,77.555,0.000,0.000,999.000,0.224
8:21:4:0:0,64.040,82.076,0.000,0.000,999.000,0.224
8:21:5:0:0,62.960,84.695,0.000,0.000,999.000,0.224
8:21:6:0:0,62.240,86.869,0.000,0.000,999.000,0.224
8:21:7:0:0,61.520,89.105,0.000,0.000,999.000,0.224
8:21:8:0:0,60.980,90.240,0.000,0.000,999.000,0.224
8:21:9:0:0,60.620,91.400,0.000,0.000,1000.000,0.224
8:21:10:0:0,62.420,85.212,0.000,0.000,1000.000,0.447
8:21:11:0:0,66.920,73.305,9.755,5.667,1001.000,0.447
8:21:12:0:0,72.320,60.956,58.343,7.990,1001.000,0.671
8:21:13:0:0,77.360,50.517,69.863,9.662,1001.000,0.671
8:21:14:0:0,80.960,42.892,76.459,10.684,1001.000,0.671
8:21:15:0:0,83.480,38.010,79.432,11.706,1000.000,0.447
8:21:16:0:0,85.460,34.974,81.290,11.984,1000.000,0.447
8:21:17:0:0,86.540,33.130,38.741,34.653,1000.000,0.447
8:21:18:0:0,86.900,32.325,77.295,14.028,1000.000,0.447
8:21:19:0:0,86.540,32.269,74.137,13.564,999.000,0.447
8:21:20:0:0,85.460,33.401,0.743,18.023,999.000,0.447
8:21:21:0:0,83.480,36.304,58.250,11.334,999.000,0.447
8:21:22:0:0,79.520,43.233,42.921,8.268,1000.000,0.895
8:21:23:0:0,76.640,59.582,14.772,2.973,1000.000,1.118
8:22:0:0:0,72.680,62.593,0.000,0.000,1001.000,1.790
8:22:1:0:0,70.880,64.835,0.000,0.000,1001.000,1.790
8:22:2:0:0,69.080,66.749,0.000,0.000,1002.000,1.566
8:22:3:0:0,67.100,69.622,0.000,0.000,1002.000,1.566
8:22:4:0:0,65.120,73.606,0.000,0.000,1002.000,1.342
8:22:5:0:0,63.500,75.889,0.000,0.000,1002.000,0.895
8:22:6:0:0,62.060,77.771,0.000,0.000,1002.000,0.671
8:22:7:0:0,60.980,78.707,0.000,0.000,1002.000,0.447
8:22:8:0:0,60.260,78.132,0.000,0.000,1002.000,0.224
8:22:9:0:0,59.720,78.087,0.000,0.000,1002.000,0.224
8:22:10:0:0,62.240,70.478,0.000,0.000,1002.000,0.224
8:22:11:0:0,67.820,60.373,37.161,4.924,1003.000,0.447
8:22:12:0:0,74.660,47.242,58.436,8.268,1003.000,0.447
8:22:13:0:0,80.240,38.006,69.120,10.312,1004.000,0.447
8:22:14:0:0,83.300,33.288,75.623,11.520,1004.000,0.447
8:22:15:0:0,85.460,30.442,80.082,11.892,1003.000,0.447
8:22:16:0:0,87.080,28.148,82.591,11.892,1003.000,0.447
8:22:17:0:0,88.340,26.508,50.261,31.123,1002.000,0.447
8:22:18:0:0,88.880,25.540,49.703,29.079,1001.000,0.447
8:22:19:0:0,88.880,25.199,34.839,30.286,1001.000,0.447
8:22:20:0:0,88.160,25.779,72.279,10.777,1000.000,0.447
8:22:21:0:0,86.720,28.472,62.152,9.662,1000.000,0.447
8:22:22:0:0,83.300,32.848,45.894,7.339,1000.000,0.895
8:22:23:0:0,80.960,42.061,16.072,2.694,1000.000,1.118
8:23:0:0:0,73.400,55.809,0.000,0.000,1001.000,1.566
8:23:1:0:0,69.800,64.705,0.000,0.000,1001.000,1.118
8:23:2:0:0,67.460,68.762,0.000,0.000,1001.000,0.671
8:23:3:0:0,66.200,72.291,0.000,0.000,1001.000,0.447
8:23:4:0:0,65.480,74.603,0.000,0.000,1001.000,0.224
8:23:5:0:0,64.940,77.009,0.000,0.000,1001.000,0.224
8:23:6:0:0,64.400,80.011,0.000,0.000,1000.000,0.224
8:23:7:0:0,63.680,85.835,0.000,0.000,1000.000,0.224
8:23:8:0:0,62.960,89.742,0.000,0.000,1000.000,0.224
8:23:9:0:0,62.600,91.469,0.000,0.000,999.000,0.224
8:23:10:0:0,63.680,88.631,0.000,0.000,1000.000,0.447
8:23:11:0:0,66.920,82.275,24.805,5.667,1000.000,0.671
8:23:12:0:0,72.680,71.562,45.615,10.312,1000.000,0.671
8:23:13:0:0,80.960,55.776,31.308,19.788,999.000,0.671
8:23:14:0:0,87.620,47.646,0.372,16.258,999.000,0.895
8:23:15:0:0,91.220,44.442,16.537,36.511,998.000,0.895
8:23:16:0:0,92.480,43.265,3.345,33.631,998.000,0.895
8:23:17:0:0,92.300,43.780,5.481,37.626,997.000,0.895
8:23:18:0:0,91.400,46.157,62.524,21.368,997.000,0.895
8:23:19:0:0,89.960,49.191,7.061,32.237,997.000,0.671
8:23:20:0:0,87.980,53.340,32.516,23.876,997.000,0.671
8:23:21:0:0,85.100,61.037,45.151,14.493,997.000,0.447
8:23:22:0:0,80.960,75.536,13.471,9.662,997.000,0.224
8:23:23:0:0,78.260,86.099,0.000,1.672,997.000,0.224
8:24:0:0:0,74.840,93.005,0.000,0.000,998.000,0.447
8:24:1:0:0,74.120,92.985,0.000,0.000,999.000,0.447
8:24:2:0:0,73.580,92.403,0.000,0.000,999.000,0.447
8:24:3:0:0,72.860,93.519,0.000,0.000,998.000,0.224
8:24:4:0:0,71.600,96.991,0.000,0.000,998.000,0.224
8:24:5:0:0,70.700,98.178,0.000,0.000,998.000,0.447
8:24:6:0:0,69.800,98.778,0.000,0.000,998.000,0.447
8:24:7:0:0,68.900,99.385,0.000,0.000,998.000,0.447
8:24:8:0:0,67.820,99.382,0.000,0.000,998.000,0.447
8:24:9:0:0,67.100,98.764,0.000,0.000,999.000,0.224
8:24:10:0:0,67.280,95.735,0.000,0.000,999.000,0.447
8:24:11:0:0,69.440,89.447,21.739,5.946,999.000,0.671
8:24:12:0:0,73.580,79.699,0.000,7.525,1000.000,0.671
8:24:13:0:0,77.900,66.903,11.055,21.925,1000.000,0.895
8:24:14:0:0,81.140,57.583,64.010,16.258,1000.000,0.895
8:24:15:0:0,83.480,52.052,3.345,30.658,1000.000,0.895
8:24:16:0:0,85.100,47.575,73.951,16.165,999.000,0.895
8:24:17:0:0,86.360,43.160,75.344,15.886,999.000,0.895
8:24:18:0:0,86.900,39.289,73.022,16.444,999.000,0.895
8:24:19:0:0,86.540,37.258,69.677,15.794,999.000,0.671
8:24:20:0:0,85.460,37.577,63.360,14.679,999.000,0.671
8:24:21:0:0,83.120,40.512,48.774,14.121,999.000,0.671
8:24:22:0:0,78.440,51.995,31.215,9.848,999.000,0.671
8:24:23:0:0,75.200,66.178,6.875,2.323,1000.000,0.671
8:25:0:0:0,72.140,71.055,0.000,0.000,1000.000,1.566
8:25:1:0:0,72.140,69.272,0.000,0.000,1001.000,1.566
8:25:2:0:0,71.960,67.940,0.000,0.000,1001.000,1.566
8:25:3:0:0,71.240,68.296,0.000,0.000,1001.000,1.566
8:25:4:0:0,69.980,70.832,0.000,0.000,1001.000,1.566
8:25:5:0:0,68.540,74.409,0.000,0.000,1001.000,1.566
8:25:6:0:0,67.280,77.706,0.000,0.000,1001.000,1.566
8:25:7:0:0,66.200,80.663,0.000,0.000,1001.000,1.566
8:25:8:0:0,65.300,82.692,0.000,0.000,1001.000,1.566
8:25:9:0:0,64.580,84.251,0.000,0.000,1002.000,1.566
8:25:10:0:0,65.660,81.142,0.000,0.000,1002.000,0.895
8:25:11:0:0,70.160,74.087,15.329,6.317,1003.000,0.224
8:25:12:0:0,75.560,59.822,0.000,8.175,1003.000,0.224
8:25:13:0:0,79.880,50.883,43.572,19.510,1003.000,0.224
8:25:14:0:0,82.760,46.629,51.561,22.854,1003.000,0.224
8:25:15:0:0,84.380,43.973,54.720,26.199,1002.000,0.224
8:25:16:0:0,85.640,41.163,58.808,26.292,1002.000,0.447
8:25:17:0:0,86.720,39.010,10.219,40.134,1002.000,0.447
8:25:18:0:0,87.260,37.855,55.649,27.313,1001.000,0.447
8:25:19:0:0,87.260,37.611,13.192,33.445,1001.000,0.447
8:25:20:0:0,86.000,39.151,18.209,26.013,1000.000,0.447
8:25:21:0:0,83.480,42.999,36.883,17.744,1000.000,0.447
8:25:22:0:0,78.800,54.778,23.040,10.870,1000.000,0.447
8:25:23:0:0,75.740,65.409,4.274,1.951,1000.000,0.224
8:26:0:0:0,71.240,74.189,0.000,0.000,1001.000,0.224
8:26:1:0:0,69.440,78.879,0.000,0.000,1002.000,0.224
8:26:2:0:0,67.640,83.905,0.000,0.000,1002.000,0.224
8:26:3:0:0,66.020,87.620,0.000,0.000,1002.000,0.224
8:26:4:0:0,64.940,89.824,0.000,0.000,1002.000,0.447
8:26:5:0:0,64.220,90.945,0.000,0.000,1002.000,0.671
8:26:6:0:0,63.680,90.347,0.000,0.000,1002.000,0.895
8:26:7:0:0,63.500,89.192,0.000,0.000,1002.000,1.118
8:26:8:0:0,62.960,89.742,0.000,0.000,1001.000,1.118
8:26:9:0:0,62.420,90.297,0.000,0.000,1001.000,1.118
8:26:10:0:0,63.320,87.485,0.000,0.000,1002.000,0.895
8:26:11:0:0,67.280,79.211,17.930,6.039,1002.000,0.671
8:26:12:0:0,72.680,61.002,45.615,10.498,1002.000,0.671
8:26:13:0:0,77.720,51.558,58.157,13.471,1002.000,0.671
8:26:14:0:0,81.500,48.263,65.311,15.422,1001.000,0.671
8:26:15:0:0,84.200,45.957,71.164,15.608,1001.000,0.447
8:26:16:0:0,86.540,43.188,73.393,15.979,1000.000,0.447
8:26:17:0:0,88.160,41.548,74.137,15.886,999.000,0.447
8:26:18:0:0,89.060,40.641,63.917,21.182,998.000,0.447
8:26:19:0:0,88.880,41.394,59.830,20.253,997.000,0.447
8:26:20:0:0,87.800,43.653,53.048,18.395,997.000,0.447
8:26:21:0:0,85.640,48.259,43.014,14.957,997.000,0.447
8:26:22:0:0,80.600,62.387,25.920,9.941,997.000,0.447
8:26:23:0:0,77.000,76.589,4.274,1.765,997.000,0.447
8:27:0:0:0,72.680,82.150,0.000,0.000,997.000,0.224
8:27:1:0:0,71.420,82.579,0.000,0.000,998.000,0.224
8:27:2:0:0,70.340,84.073,0.000,0.000,998.000,0.224
8:27:3:0:0,69.440,85.615,0.000,0.000,998.000,0.224
8:27:4:0:0,68.720,86.657,0.000,0.000,997.000,0.224
8:27:5:0:0,68.000,88.270,0.000,0.000,997.000,0.224
8:27:6:0:0,67.460,89.927,0.000,0.000,996.000,0.224
8:27:7:0:0,66.920,92.196,0.000,0.000,996.000,0.224
8:27:8:0:0,66.380,93.934,0.000,0.000,996.000,0.224
8:27:9:0:0,65.840,96.312,0.000,0.000,996.000,0.224
8:27:10:0:0,66.920,92.777,0.000,0.000,996.000,0.447
8:27:11:0:0,70.340,83.548,12.077,5.853,996.000,0.447
8:27:12:0:0,76.100,70.572,28.893,14.028,996.000,0.671
8:27:13:0:0,82.220,58.088,41.713,19.231,996.000,0.671
8:27:14:0:0,86.360,50.533,33.166,26.570,995.000,0.671
8:27:15:0:0,88.700,46.625,56.671,23.319,995.000,0.671
8:27:16:0:0,89.780,44.784,58.436,24.712,994.000,0.671
8:27:17:0:0,90.140,44.281,40.692,33.166,994.000,0.671
8:27:18:0:0,90.140,44.281,24.433,37.254,993.000,0.447
8:27:19:0:0,89.060,45.811,53.233,23.133,993.000,0.447
8:27:20:0:0,87.260,48.800,10.126,25.641,993.000,0.447
8:27:21:0:0,84.920,55.273,0.000,9.012,993.000,0.224
8:27:22:0:0,81.320,67.701,0.000,1.208,994.000,0.447
8:27:23:0:0,78.980,79.135,0.000,1.394,994.000,0.671
8:28:0:0:0,76.280,83.919,0.000,0.000,995.000,0.895
8:28:1:0:0,74.840,86.442,0.000,0.000,995.000,0.895
8:28:2:0:0,73.400,88.518,0.000,0.000,995.000,0.671
8:28:3:0:0,71.960,89.001,0.000,0.000,996.000,0.447
8:28:4:0:0,70.700,88.946,0.000,0.000,995.000,0.447
8:28:5:0:0,69.440,88.337,0.000,0.000,995.000,0.447
8:28:6:0:0,68.360,87.185,0.000,0.000,995.000,0.224
8:28:7:0:0,67.460,86.045,0.000,0.000,995.000,0.224
8:28:8:0:0,66.740,83.849,0.000,0.000,996.000,0.224
8:28:9:0:0,66.020,81.168,0.000,0.000,996.000,0.224
8:28:10:0:0,66.200,77.615,0.000,0.000,996.000,0.224
8:28:11:0:0,68.360,71.120,3.252,4.924,997.000,0.447
8:28:12:0:0,72.500,61.374,32.516,11.055,997.000,0.447
8:28:13:0:0,78.800,49.755,67.076,10.312,997.000,0.447
8:28:14:0:0,84.380,37.655,52.769,19.417,997.000,0.447
8:28:15:0:0,87.620,31.802,47.566,26.663,996.000,0.447
8:28:16:0:0,89.960,28.393,45.337,31.030,996.000,0.447
8:28:17:0:0,91.580,26.284,45.708,31.866,995.000,0.447
8:28:18:0:0,92.480,25.388,53.419,26.756,995.000,0.447
8:28:19:0:0,92.300,25.871,35.024,29.172,995.000,0.671
8:28:20:0:0,90.860,27.603,23.969,24.712,994.000,0.671
8:28:21:0:0,87.440,33.927,28.335,15.701,995.000,0.447
8:28:22:0:0,81.320,48.547,22.761,8.175,995.000,0.447
8:28:23:0:0,77.180,62.356,1.858,1.765,995.000,0.224
8:29:0:0:0,73.580,67.689,0.000,0.000,997.000,0.224
8:29:1:0:0,72.140,71.507,0.000,0.000,997.000,0.224
8:29:2:0:0,70.700,75.562,0.000,0.000,998.000,0.224
8:29:3:0:0,69.620,78.396,0.000,0.000,998.000,0.224
8:29:4:0:0,68.900,79.843,0.000,0.000,998.000,0.224
8:29:5:0:0,68.180,80.808,0.000,0.000,998.000,0.224
8:29:6:0:0,67.460,81.271,0.000,0.000,998.000,0.224
8:29:7:0:0,66.920,81.752,0.000,0.000,998.000,0.224
8:29:8:0:0,66.380,82.764,0.000,0.000,998.000,0.224
8:29:9:0:0,65.840,84.328,0.000,0.000,998.000,0.224
8:29:10:0:0,66.920,82.275,0.000,0.000,999.000,0.224
8:29:11:0:0,70.520,74.121,16.815,5.574,999.000,0.447
8:29:12:0:0,75.920,65.019,36.325,12.263,1000.000,0.447
8:29:13:0:0,80.960,56.483,47.845,16.908,1000.000,0.224
8:29:14:0:0,84.380,49.619,54.255,20.439,1000.000,0.224
8:29:15:0:0,86.540,45.724,40.041,29.172,1000.000,0.000
8:29:16:0:0,88.160,42.616,52.955,28.800,999.000,0.000
8:29:17:0:0,89.060,41.160,52.676,29.543,999.000,0.224
8:29:18:0:0,89.060,40.641,32.702,34.560,998.000,0.224
8:29:19:0:0,88.160,42.079,1.951,24.898,998.000,0.224
8:29:20:0:0,87.080,44.100,0.000,14.307,998.000,0.224
8:29:21:0:0,85.460,47.930,10.034,17.001,998.000,0.224
8:29:22:0:0,81.860,56.960,12.170,10.498,998.000,0.671
8:29:23:0:0,79.160,70.885,1.115,0.836,998.000,0.895
8:30:0:0:0,75.020,78.826,0.000,0.000,999.000,0.671
8:30:1:0:0,73.580,81.703,0.000,0.000,999.000,0.447
8:30:2:0:0,72.500,84.729,0.000,0.000,999.000,0.447
8:30:3:0:0,71.420,87.882,0.000,0.000,999.000,0.447
8:30:4:0:0,70.340,90.603,0.000,0.000,999.000,0.447
8:30:5:0:0,69.440,92.275,0.000,0.000,999.000,0.671
8:30:6:0:0,68.720,92.829,0.000,0.000,999.000,0.895
8:30:7:0:0,68.360,92.819,0.000,0.000,999.000,1.118
8:30:8:0:0,68.000,92.808,0.000,0.000,999.000,1.118
8:30:9:0:0,67.640,93.380,0.000,0.000,999.000,1.118
8:30:10:0:0,68.180,91.090,0.000,0.000,999.000,0.671
8:30:11:0:0,71.060,88.412,16.351,5.481,1000.000,0.447
8:30:12:0:0,74.660,84.856,33.352,10.684,1000.000,0.447
8:30:13:0:0,79.340,71.782,50.168,15.515,1000.000,0.447
8:30:14:0:0,84.200,56.918,59.086,17.559,999.000,0.671
8:30:15:0:0,86.540,51.193,64.289,18.674,999.000,0.671
8:30:16:0:0,87.620,49.159,67.076,19.138,999.000,0.671
8:30:17:0:0,88.340,48.050,67.819,19.045,998.000,0.671
8:30:18:0:0,88.520,47.778,26.663,36.139,998.000,0.671
8:30:19:0:0,87.800,48.879,26.106,31.123,997.000,0.671
8:30:20:0:0,86.540,51.193,0.000,10.034,997.000,0.671
8:30:21:0:0,84.200,56.215,2.880,15.236,997.000,0.447
8:30:22:0:0,79.700,69.213,18.023,8.175,997.000,0.447
8:30:23:0:0,77.000,79.956,2.880,1.115,997.000,0.224
8:31:0:0:0,73.400,87.976,0.000,0.000,998.000,0.224
8:31:1:0:0,71.960,91.224,0.000,0.000,998.000,0.224
8:31:2:0:0,70.880,94.045,0.000,0.000,998.000,0.224
8:31:3:0:0,69.980,95.782,0.000,0.000,998.000,0.224
8:31:4:0:0,69.260,96.962,0.000,0.000,997.000,0.224
8:31:5:0:0,68.540,98.162,0.000,0.000,997.000,0.224
8:31:6:0:0,67.820,99.382,0.000,0.000,996.000,0.224
8:31:7:0:0,67.460,99.381,0.000,0.000,996.000,0.224
8:31:8:0:0,66.920,100.000,0.000,0.000,996.000,0.224
8:31:9:0:0,66.380,100.000,0.000,0.000,996.000,0.224
8:31:10:0:0,67.100,96.332,0.000,0.000,996.000,0.224
8:31:11:0:0,69.440,91.135,13.564,5.388,997.000,0.447
8:31:12:0:0,73.760,82.223,32.052,12.728,997.000,0.447
8:31:13:0:0,79.880,66.711,43.014,18.023,997.000,0.447
8:31:14:0:0,84.920,54.251,49.796,21.925,996.000,0.447
8:31:15:0:0,87.620,49.159,63.174,18.859,996.000,0.447
8:31:16:0:0,88.520,47.185,43.850,30.937,995.000,0.671
8:31:17:0:0,88.700,47.211,26.013,38.462,995.000,0.671
8:31:18:0:0,87.980,48.905,0.650,17.373,994.000,0.671
8:31:19:0:0,85.640,53.345,35.117,28.614,994.000,0.671
8:31:20:0:0,82.040,63.342,39.948,20.439,994.000,0.447
8:31:21:0:0,79.160,74.917,36.604,13.657,994.000,0.447
8:31:22:0:0,76.640,83.941,32.609,6.782,994.000,0.447
8:31:23:0:0,75.380,87.001,10.312,1.394,994.000,0.224
9:1:0:0:0,78.080,77.153,0.000,0.000,1000.000,1.118
9:1:1:0:0,76.280,81.388,0.000,0.000,1001.000,0.671
9:1:2:0:0,75.380,82.332,0.000,0.000,1001.000,0.224
9:1:3:0:0,74.660,83.819,0.000,0.000,1001.000,0.224
9:1:4:0:0,74.120,85.348,0.000,0.000,1000.000,0.224
9:1:5:0:0,74.120,84.824,0.000,0.000,1000.000,0.224
9:1:6:0:0,74.120,84.824,0.000,0.000,1000.000,0.224
9:1:7:0:0,74.300,84.314,0.000,0.000,1001.000,0.224
9:1:8:0:0,74.300,84.835,0.000,0.000,1001.000,0.224
9:1:9:0:0,74.120,85.875,0.000,0.000,1001.000,0.224
9:1:10:0:0,74.480,85.895,0.000,0.000,1001.000,0.447
9:1:11:0:0,76.100,82.887,0.000,2.694,1002.000,0.447
9:1:12:0:0,78.800,78.640,0.836,10.870,1002.000,0.671
9:1:13:0:0,81.860,72.470,0.000,8.826,1002.000,0.671
9:1:14:0:0,83.840,66.745,1.672,22.018,1002.000,0.671
9:1:15:0:0,85.460,61.082,3.716,30.379,1002.000,0.671
9:1:16:0:0,87.080,56.254,10.684,38.462,1001.000,0.447
9:1:17:0:0,88.880,51.208,3.437,33.166,1001.000,0.447
9:1:18:0:0,89.780,47.962,2.694,29.822,1000.000,0.447
9:1:19:0:0,89.780,47.076,3.995,28.150,1000.000,0.447
9:1:20:0:0,88.880,49.956,0.372,16.258,1000.000,0.447
9:1:21:0:0,86.540,54.473,5.388,15.701,1000.000,0.447
9:1:22:0:0,83.480,70.461,20.903,7.525,1000.000,0.895
9:1:23:0:0,82.040,71.176,0.000,0.836,1000.000,1.342
9:2:0:0:0,78.620,77.198,0.000,0.000,1001.000,1.118
9:2:1:0:0,76.280,84.433,0.000,0.000,1001.000,0.895
9:2:2:0:0,74.300,90.198,0.000,0.000,1001.000,0.447
9:2:3:0:0,73.220,92.392,0.000,0.000,1000.000,0.224
9:2:4:0:0,72.500,92.939,0.000,0.000,1000.000,0.224
9:2:5:0:0,71.780,93.491,0.000,0.000,1000.000,0.224
9:2:6:0:0,71.420,93.481,0.000,0.000,1000.000,0.224
9:2:7:0:0,70.880,94.045,0.000,0.000,1000.000,0.224
9:2:8:0:0,70.520,94.036,0.000,0.000,1000.000,0.224
9:2:9:0:0,70.160,94.610,0.000,0.000,1000.000,0.447
9:2:10:0:0,71.240,89.522,0.000,0.000,1000.000,0.447
9:2:11:0:0,73.940,86.927,28.057,4.088,1000.000,0.224
9:2:12:0:0,78.260,79.563,0.000,3.066,1000.000,0.224
9:2:13:0:0,82.940,63.060,4.088,19.231,1000.000,0.447
9:2:14:0:0,85.460,56.384,13.750,28.893,1000.000,0.447
9:2:15:0:0,86.540,55.151,1.579,24.991,999.000,0.447
9:2:16:0:0,86.540,55.836,2.137,29.172,999.000,0.447
9:2:17:0:0,86.000,58.222,7.804,37.904,998.000,0.447
9:2:18:0:0,84.920,62.147,0.000,6.782,998.000,0.447
9:2:19:0:0,83.480,67.113,11.148,31.680,998.000,0.224
9:2:20:0:0,81.860,73.804,30.101,22.483,998.000,0.224
9:2:21:0:0,80.240,80.682,45.244,12.356,998.000,0.224
9:2:22:0:0,77.900,88.186,25.734,7.990,998.000,0.224
9:2:23:0:0,76.640,92.496,0.000,0.836,998.000,0.224
9:3:0:0:0,74.660,97.029,0.000,0.000,999.000,0.224
9:3:1:0:0,74.120,97.612,0.000,0.000,998.000,0.224
9:3:2:0:0,73.760,97.608,0.000,0.000,998.000,0.224
9:3:3:0:0,73.220,98.197,0.000,0.000,998.000,0.224
9:3:4:0:0,72.860,98.195,0.000,0.000,998.000,0.224
9:3:5:0:0,72.320,99.394,0.000,0.000,998.000,0.224
9:3:6:0:0,71.780,100.000,0.000,0.000,998.000,0.224
9:3:7:0:0,71.420,99.391,0.000,0.000,998.000,0.224
9:3:8:0:0,71.240,99.391,0.000,0.000,998.000,0.224
9:3:9:0:0,70.880,100.000,0.000,0.000,999.000,0.224
9:3:10:0:0,71.060,97.581,0.000,0.000,999.000,0.224
9:3:11:0:0,72.680,94.666,0.000,2.230,999.000,0.447
9:3:12:0:0,74.840,91.325,0.000,3.623,999.000,0.447
9:3:13:0:0,77.360,84.497,0.000,7.061,999.000,0.447
9:3:14:0:0,79.520,77.272,0.186,15.329,999.000,0.447
9:3:15:0:0,80.960,73.272,1.022,21.461,999.000,0.671
9:3:16:0:0,82.220,71.194,1.022,21.368,999.000,0.671
9:3:17:0:0,83.840,67.153,7.804,37.719,998.000,0.671
9:3:18:0:0,84.920,64.863,8.640,35.861,998.000,0.671
9:3:19:0:0,85.100,64.490,1.858,23.969,998.000,0.671
9:3:20:0:0,84.020,67.583,9.290,23.969,998.000,0.671
9:3:21:0:0,82.040,75.175,8.268,15.794,998.000,0.447
9:3:22:0:0,78.980,86.137,0.000,0.743,998.000,0.447
9:3:23:0:0,77.000,92.507,0.000,0.372,998.000,0.224
9:4:0:0:0,75.020,97.034,0.000,0.000,999.000,0.224
9:4:1:0:0,74.120,99.398,0.000,0.000,999.000,0.224
9:4:2:0:0,73.400,100.000,0.000,0.000,999.000,0.224
9:4:3:0:0,72.860,100.000,0.000,0.000,999.000,0.224
9:4:4:0:0,72.500,100.000,0.000,0.000,999.000,0.224
9:4:5:0:0,72.140,100.000,0.000,0.000,998.000,0.224
9:4:6:0:0,71.780,100.000,0.000,0.000,998.000,0.224
9:4:7:0:0,71.780,100.000,0.000,0.000,998.000,0.224
9:4:8:0:0,71.780,100.000,0.000,0.000,998.000,0.224
9:4:9:0:0,71.780,100.000,0.000,0.000,998.000,0.224
9:4:10:0:0,72.320,98.191,0.000,0.000,998.000,0.224
9:4:11:0:0,73.580,95.844,19.417,4.552,998.000,0.447
9:4:12:0:0,75.380,93.585,16.908,11.984,998.000,0.447
9:4:13:0:0,77.900,88.719,3.809,18.859,998.000,0.671
9:4:14:0:0,80.780,78.795,1.765,22.018,998.000,0.671
9:4:15:0:0,83.300,69.592,4.924,31.494,997.000,0.671
9:4:16:0:0,84.020,65.956,73.672,13.750,997.000,0.895
9:4:17:0:0,83.300,66.685,1.208,23.690,996.000,0.895
9:4:18:0:0,82.040,69.885,19.788,36.511,996.000,0.895
9:4:19:0:0,81.140,72.844,22.947,30.751,995.000,0.895
9:4:20:0:0,80.960,73.272,31.773,21.739,995.000,0.895
9:4:21:0:0,80.240,74.558,6.596,15.329,995.000,0.895
9:4:22:0:0,78.080,81.019,17.187,7.246,995.000,0.671
9:4:23:0:0,76.640,85.490,0.000,0.186,995.000,0.447
9:5:0:0:0,74.480,91.870,0.000,0.000,996.000,0.224
9:5:1:0:0,73.760,94.689,0.000,0.000,996.000,0.224
9:5:2:0:0,73.400,95.841,0.000,0.000,995.000,0.224
9:5:3:0:0,73.040,97.009,0.000,0.000,995.000,0.224
9:5:4:0:0,72.860,97.007,0.000,0.000,994.000,0.224
9:5:5:0:0,72.860,96.418,0.000,0.000,994.000,0.224
9:5:6:0:0,72.500,97.003,0.000,0.000,994.000,0.224
9:5:7:0:0,72.320,97.000,0.000,0.000,994.000,0.224
9:5:8:0:0,72.140,96.998,0.000,0.000,994.000,0.224
9:5:9:0:0,71.960,97.590,0.000,0.000,994.000,0.224
9:5:10:0:0,72.320,95.823,0.000,0.000,994.000,0.224
9:5:11:0:0,74.120,90.744,0.743,3.995,994.000,0.447
9:5:12:0:0,76.820,83.952,2.787,11.334,994.000,0.447
9:5:13:0:0,79.520,76.803,0.836,15.794,994.000,0.447
9:5:14:0:0,82.040,71.176,60.944,15.701,994.000,0.447
9:5:15:0:0,84.380,65.997,20.810,34.281,994.000,0.224
9:5:16:0:0,86.180,62.301,69.770,15.979,993.000,0.224
9:5:17:0:0,87.260,60.196,20.532,38.648,993.000,0.447
9:5:18:0:0,87.440,60.219,32.795,33.259,992.000,0.447
9:5:19:0:0,86.900,62.011,0.000,9.662,992.000,0.447
9:5:20:0:0,85.640,65.740,0.000,7.525,992.000,0.447
9:5:21:0:0,83.840,70.926,11.055,15.515,992.000,0.447
9:5:22:0:0,80.780,82.193,31.773,6.503,993.000,0.224
9:5:23:0:0,78.800,89.294,0.000,0.000,993.000,0.224
9:6:0:0:0,76.460,93.613,0.000,0.000,993.000,0.224
9:6:1:0:0,75.380,95.298,0.000,0.000,994.000,0.224
9:6:2:0:0,74.480,96.442,0.000,0.000,994.000,0.224
9:6:3:0:0,73.760,97.608,0.000,0.000,993.000,0.224
9:6:4:0:0,73.220,97.603,0.000,0.000,993.000,0.224
9:6:5:0:0,72.680,97.597,0.000,0.000,993.000,0.224
9:6:6:0:0,72.140,98.189,0.000,0.000,993.000,0.224
9:6:7:0:0,71.420,98.184,0.000,0.000,993.000,0.224
9:6:8:0:0,70.520,98.781,0.000,0.000,993.000,0.224
9:6:9:0:0,69.980,97.570,0.000,0.000,993.000,0.224
9:6:10:0:0,69.980,95.782,0.000,0.000,994.000,0.447
9:6:11:0:0,71.060,92.326,0.000,2.787,995.000,0.447
9:6:12:0:0,73.040,88.502,0.000,0.372,995.000,0.447
9:6:13:0:0,76.280,83.407,0.000,9.848,995.000,0.447
9:6:14:0:0,79.880,77.774,0.000,3.716,995.000,0.447
9:6:15:0:0,82.580,72.101,4.088,30.379,995.000,0.224
9:6:16:0:0,84.740,66.038,5.481,34.932,995.000,0.224
9:6:17:0:0,86.540,60.844,19.881,38.555,995.000,0.224
9:6:18:0:0,87.440,57.347,5.946,33.724,995.000,0.224
9:6:19:0:0,87.080,55.909,30.472,28.614,995.000,0.224
9:6:20:0:0,86.000,56.456,57.600,14.493,995.000,0.447
