# WHOLESALE.TXT
# =============
# 
# Fields          Description
# --------------- ---------------------------------
# ProjectDay      Project day (1-365)
# ProjectHour     Project hour (1-8760)
# DayOfWeek       Day of week (1-7) [Sunday=1]
# HourOfDay       Hour of day (0-23)
# PostTime        Time price was posted
# MidcHourly      MID Columbia energy price [$/MWh]
# MidcFirmPeak    
# MidcFirmOffpeak
# MidcNonfirmPeak
# MidcNonfirmOffpeak
# OffpeakAverage
# OnpeakAverage
# Olympic
# 
# FORMAT=%f %f %f %f %[^\t] %f %f %f %f %f %f %f %f
ProjectDay	ProjectHour	DayOfWeek	HourOfDay	PostTime	MidcHourly	MidcFirmPeak	MidcFirmOffpeak	MidcNonfirmPeak	MidcNonFirmOffpeak	MidcPeakAverage	MidcOffpeakAverage	Olympic
12	267	4	3	2006-04-12 03:00	10.18	NULL	NULL	NULL	NULL	NULL	NULL	12.43
12	268	4	4	2006-04-12 04:00	10.97	NULL	NULL	NULL	NULL	NULL	NULL	14.27
12	269	4	5	2006-04-12 05:00	17.09	NULL	NULL	NULL	NULL	NULL	NULL	25.13
12	270	4	6	2006-04-12 06:00	15.83	NULL	NULL	NULL	NULL	NULL	NULL	26.81
12	271	4	7	2006-04-12 07:00	21.07	NULL	NULL	NULL	NULL	NULL	NULL	41.69
12	272	4	8	2006-04-12 08:00	17.86	NULL	NULL	NULL	NULL	NULL	NULL	46.50
12	273	4	9	2006-04-12 09:00	16.92	NULL	NULL	NULL	NULL	NULL	NULL	47.93
12	274	4	10	2006-04-12 10:00	16.80	NULL	NULL	NULL	NULL	NULL	NULL	46.27
12	275	4	11	2006-04-12 11:00	16.40	NULL	NULL	NULL	NULL	NULL	NULL	46.58
12	276	4	12	2006-04-12 12:00	16.34	NULL	NULL	NULL	NULL	NULL	NULL	43.98
12	277	4	13	2006-04-12 13:00	14.38	NULL	NULL	NULL	NULL	NULL	NULL	41.20
12	278	4	14	2006-04-12 14:00	12.78	NULL	NULL	NULL	NULL	NULL	NULL	39.65
12	279	4	15	2006-04-12 15:00	12.64	NULL	NULL	NULL	NULL	NULL	NULL	38.71
12	280	4	16	2006-04-12 16:00	11.97	NULL	NULL	NULL	NULL	NULL	NULL	37.72
12	281	4	17	2006-04-12 17:00	12.32	NULL	NULL	NULL	NULL	NULL	NULL	32.37
12	282	4	18	2006-04-12 18:00	13.31	NULL	NULL	NULL	NULL	NULL	NULL	18.05
12	283	4	19	2006-04-12 19:00	12.78	NULL	NULL	NULL	NULL	NULL	NULL	17.78
12	284	4	20	2006-04-12 20:00	12.82	NULL	NULL	NULL	NULL	NULL	NULL	17.13
12	285	4	21	2006-04-12 21:00	11.12	NULL	NULL	NULL	NULL	NULL	NULL	15.80
12	286	4	22	2006-04-12 22:00	12.44	NULL	NULL	NULL	NULL	NULL	NULL	11.72
12	287	4	23	2006-04-12 23:00	9.56	NULL	NULL	NULL	NULL	NULL	NULL	13.31
13	288	5	0	2006-04-13 00:00	7.02	26.31	14.05	14.69	10.88	16.18	7.19	7.76
13	289	5	1	2006-04-13 01:00	5.79	NULL	NULL	NULL	NULL	NULL	NULL	12.37
13	290	5	2	2006-04-13 02:00	5.39	NULL	NULL	NULL	NULL	NULL	NULL	12.70
13	291	5	3	2006-04-13 03:00	5.17	NULL	NULL	NULL	NULL	NULL	NULL	12.23
13	292	5	4	2006-04-13 04:00	6.22	NULL	NULL	NULL	NULL	NULL	NULL	17.03
13	293	5	5	2006-04-13 05:00	8.68	NULL	NULL	NULL	NULL	NULL	NULL	17.42
13	294	5	6	2006-04-13 06:00	12.70	NULL	NULL	NULL	NULL	NULL	NULL	27.03
13	295	5	7	2006-04-13 07:00	17.03	NULL	NULL	NULL	NULL	NULL	NULL	32.97
13	296	5	8	2006-04-13 08:00	15.61	NULL	NULL	NULL	NULL	NULL	NULL	33.63
13	297	5	9	2006-04-13 09:00	24.42	NULL	NULL	NULL	NULL	NULL	NULL	33.17
13	298	5	10	2006-04-13 10:00	16.85	NULL	NULL	NULL	NULL	NULL	NULL	28.37
13	299	5	11	2006-04-13 11:00	24.10	NULL	NULL	NULL	NULL	NULL	NULL	27.94
13	300	5	12	2006-04-13 12:00	16.18	NULL	NULL	NULL	NULL	NULL	NULL	23.13
13	301	5	13	2006-04-13 13:00	16.09	NULL	NULL	NULL	NULL	NULL	NULL	23.57
13	302	5	14	2006-04-13 14:00	14.39	NULL	NULL	NULL	NULL	NULL	NULL	21.08
13	303	5	15	2006-04-13 15:00	15.38	NULL	NULL	NULL	NULL	NULL	NULL	21.09
13	304	5	16	2006-04-13 16:00	15.30	NULL	NULL	NULL	NULL	NULL	NULL	20.12
13	305	5	17	2006-04-13 17:00	14.40	NULL	NULL	NULL	NULL	NULL	NULL	18.19
13	306	5	18	2006-04-13 18:00	14.23	NULL	NULL	NULL	NULL	NULL	NULL	13.31
13	307	5	19	2006-04-13 19:00	15.41	NULL	NULL	NULL	NULL	NULL	NULL	12.78
13	308	5	20	2006-04-13 20:00	15.64	NULL	NULL	NULL	NULL	NULL	NULL	12.82
13	309	5	21	2006-04-13 21:00	11.11	NULL	NULL	NULL	NULL	NULL	NULL	11.12
13	310	5	22	2006-04-13 22:00	10.24	NULL	NULL	NULL	NULL	NULL	NULL	12.44
13	311	5	23	2006-04-13 23:00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	9.56
14	312	6	0	2006-04-14 00:00	5.97	17.71	7.49	12.06	7.39	11.99	7.43	1.20
14	313	6	1	2006-04-14 01:00	5.82	NULL	NULL	NULL	NULL	NULL	NULL	8.45
14	314	6	2	2006-04-14 02:00	5.24	NULL	NULL	NULL	NULL	NULL	NULL	8.86
14	315	6	3	2006-04-14 03:00	5.40	NULL	NULL	NULL	NULL	NULL	NULL	10.18
14	316	6	4	2006-04-14 04:00	9.44	NULL	NULL	NULL	NULL	NULL	NULL	10.97
14	317	6	5	2006-04-14 05:00	8.33	NULL	NULL	NULL	NULL	NULL	NULL	17.09
14	318	6	6	2006-04-14 06:00	11.16	NULL	NULL	NULL	NULL	NULL	NULL	15.83
14	319	6	7	2006-04-14 07:00	13.97	NULL	NULL	NULL	NULL	NULL	NULL	21.07
14	320	6	8	2006-04-14 08:00	13.98	NULL	NULL	NULL	NULL	NULL	NULL	17.86
14	321	6	9	2006-04-14 09:00	13.53	NULL	NULL	NULL	NULL	NULL	NULL	16.92
14	322	6	10	2006-04-14 10:00	12.74	NULL	NULL	NULL	NULL	NULL	NULL	16.80
14	323	6	11	2006-04-14 11:00	15.38	NULL	NULL	NULL	NULL	NULL	NULL	16.40
14	324	6	12	2006-04-14 12:00	13.02	NULL	NULL	NULL	NULL	NULL	NULL	16.34
14	325	6	13	2006-04-14 13:00	11.53	NULL	NULL	NULL	NULL	NULL	NULL	14.38
14	326	6	14	2006-04-14 14:00	12.38	NULL	NULL	NULL	NULL	NULL	NULL	12.78
14	327	6	15	2006-04-14 15:00	10.97	NULL	NULL	NULL	NULL	NULL	NULL	12.64
14	328	6	16	2006-04-14 16:00	10.62	NULL	NULL	NULL	NULL	NULL	NULL	11.97
14	329	6	17	2006-04-14 17:00	11.46	NULL	NULL	NULL	NULL	NULL	NULL	12.32
14	330	6	18	2006-04-14 18:00	10.17	NULL	NULL	NULL	NULL	NULL	NULL	4.71
14	331	6	19	2006-04-14 19:00	11.42	NULL	NULL	NULL	NULL	NULL	NULL	4.18
14	332	6	20	2006-04-14 20:00	10.42	NULL	NULL	NULL	NULL	NULL	NULL	4.22
14	333	6	21	2006-04-14 21:00	9.12	NULL	NULL	NULL	NULL	NULL	NULL	2.52
14	334	6	22	2006-04-14 22:00	10.40	NULL	NULL	NULL	NULL	NULL	NULL	3.84
14	335	6	23	2006-04-14 23:00	8.84	NULL	NULL	NULL	NULL	NULL	NULL	3.00
15	336	7	0	2006-04-15 00:00	6.00	17.71	7.49	14.74	5.19	12.36	5.90	1.20
15	337	7	1	2006-04-15 01:00	3.56	NULL	NULL	NULL	NULL	NULL	NULL	1.89
15	338	7	2	2006-04-15 02:00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	2.30
15	339	7	3	2006-04-15 03:00	3.00	NULL	NULL	NULL	NULL	NULL	NULL	3.62
15	340	7	4	2006-04-15 04:00	3.20	NULL	NULL	NULL	NULL	NULL	NULL	4.41
15	341	7	5	2006-04-15 05:00	4.15	NULL	NULL	NULL	NULL	NULL	NULL	10.53
15	342	7	6	2006-04-15 06:00	4.41	NULL	NULL	NULL	NULL	NULL	NULL	9.27
15	343	7	7	2006-04-15 07:00	7.16	NULL	NULL	NULL	NULL	NULL	NULL	12.47
15	344	7	8	2006-04-15 08:00	7.49	NULL	NULL	NULL	NULL	NULL	NULL	9.26
15	345	7	9	2006-04-15 09:00	13.94	NULL	NULL	NULL	NULL	NULL	NULL	8.32
15	346	7	10	2006-04-15 10:00	14.61	NULL	NULL	NULL	NULL	NULL	NULL	8.20
15	347	7	11	2006-04-15 11:00	18.77	NULL	NULL	NULL	NULL	NULL	NULL	7.80
15	348	7	12	2006-04-15 12:00	19.41	NULL	NULL	NULL	NULL	NULL	NULL	7.74
15	349	7	13	2006-04-15 13:00	18.93	NULL	NULL	NULL	NULL	NULL	NULL	5.78
15	350	7	14	2006-04-15 14:00	15.27	NULL	NULL	NULL	NULL	NULL	NULL	4.18
15	351	7	15	2006-04-15 15:00	13.95	NULL	NULL	NULL	NULL	NULL	NULL	4.04
15	352	7	16	2006-04-15 16:00	14.25	NULL	NULL	NULL	NULL	NULL	NULL	3.37
15	353	7	17	2006-04-15 17:00	9.77	NULL	NULL	NULL	NULL	NULL	NULL	3.72
15	354	7	18	2006-04-15 18:00	8.07	NULL	NULL	NULL	NULL	NULL	NULL	4.71
15	355	7	19	2006-04-15 19:00	7.87	NULL	NULL	NULL	NULL	NULL	NULL	4.18
15	356	7	20	2006-04-15 20:00	11.70	NULL	NULL	NULL	NULL	NULL	NULL	4.22
15	357	7	21	2006-04-15 21:00	12.22	NULL	NULL	NULL	NULL	NULL	NULL	2.52
15	358	7	22	2006-04-15 22:00	13.38	NULL	NULL	NULL	NULL	NULL	NULL	3.84
15	359	7	23	2006-04-15 23:00	10.89	NULL	NULL	NULL	NULL	NULL	NULL	3.00
16	360	1	0	2006-04-16 00:00	3.00	9.97	3.05	9.11	4.00	7.19	4.18	NULL
16	361	1	1	2006-04-16 01:00	3.79	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	362	1	2	2006-04-16 02:00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	363	1	3	2006-04-16 03:00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	364	1	4	2006-04-16 04:00	4.24	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	365	1	5	2006-04-16 05:00	3.79	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	366	1	6	2006-04-16 06:00	5.95	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	367	1	7	2006-04-16 07:00	8.83	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	368	1	8	2006-04-16 08:00	7.77	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	369	1	9	2006-04-16 09:00	9.83	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	370	1	10	2006-04-16 10:00	7.54	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	371	1	11	2006-04-16 11:00	7.70	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	372	1	12	2006-04-16 12:00	6.39	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	373	1	13	2006-04-16 13:00	6.32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	374	1	14	2006-04-16 14:00	5.57	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	375	1	15	2006-04-16 15:00	5.28	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	376	1	16	2006-04-16 16:00	6.61	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	377	1	17	2006-04-16 17:00	5.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	378	1	18	2006-04-16 18:00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	379	1	19	2006-04-16 19:00	9.89	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	380	1	20	2006-04-16 20:00	6.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	381	1	21	2006-04-16 21:00	10.89	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	382	1	22	2006-04-16 22:00	5.92	NULL	NULL	NULL	NULL	NULL	NULL	NULL
16	383	1	23	2006-04-16 23:00	4.69	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	384	2	0	2006-04-17 00:00	3.38	14.85	6.41	37.20	4.79	32.21	10.63	6.36
17	385	2	1	2006-04-17 01:00	3.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	386	2	2	2006-04-17 02:00	2.84	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	387	2	3	2006-04-17 03:00	3.44	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	388	2	4	2006-04-17 04:00	16.45	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	389	2	5	2006-04-17 05:00	28.22	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	390	2	6	2006-04-17 06:00	48.13	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	391	2	7	2006-04-17 07:00	57.87	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	392	2	8	2006-04-17 08:00	63.37	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	393	2	9	2006-04-17 09:00	61.90	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	394	2	10	2006-04-17 10:00	57.20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	395	2	11	2006-04-17 11:00	43.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	396	2	12	2006-04-17 12:00	28.27	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	397	2	13	2006-04-17 13:00	19.31	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	398	2	14	2006-04-17 14:00	20.19	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	399	2	15	2006-04-17 15:00	18.22	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	400	2	16	2006-04-17 16:00	16.63	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	401	2	17	2006-04-17 17:00	16.71	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	402	2	18	2006-04-17 18:00	14.97	NULL	NULL	NULL	NULL	NULL	NULL	9.88
17	403	2	19	2006-04-17 19:00	16.16	NULL	NULL	NULL	NULL	NULL	NULL	14.77
17	404	2	20	2006-04-17 20:00	17.57	NULL	NULL	NULL	NULL	NULL	NULL	11.13
17	405	2	21	2006-04-17 21:00	15.92	NULL	NULL	NULL	NULL	NULL	NULL	15.77
17	406	2	22	2006-04-17 22:00	15.83	NULL	NULL	NULL	NULL	NULL	NULL	10.80
17	407	2	23	2006-04-17 23:00	11.84	NULL	NULL	NULL	NULL	NULL	NULL	8.05
18	408	3	0	2006-04-18 00:00	5.84	14.81	5.01	37.80	3.00	15.82	8.42	1.98
18	409	3	1	2006-04-18 01:00	5.24	NULL	NULL	NULL	NULL	NULL	NULL	7.15
18	410	3	2	2006-04-18 02:00	4.98	NULL	NULL	NULL	NULL	NULL	NULL	7.36
18	411	3	3	2006-04-18 03:00	6.32	NULL	NULL	NULL	NULL	NULL	NULL	7.36
18	412	3	4	2006-04-18 04:00	8.23	NULL	NULL	NULL	NULL	NULL	NULL	7.60
18	413	3	5	2006-04-18 05:00	22.21	NULL	NULL	NULL	NULL	NULL	NULL	7.15
18	414	3	6	2006-04-18 06:00	43.33	NULL	NULL	NULL	NULL	NULL	NULL	9.31
18	415	3	7	2006-04-18 07:00	51.92	NULL	NULL	NULL	NULL	NULL	NULL	13.71
18	416	3	8	2006-04-18 08:00	62.40	NULL	NULL	NULL	NULL	NULL	NULL	12.65
18	417	3	9	2006-04-18 09:00	15.83	NULL	NULL	NULL	NULL	NULL	NULL	14.71
18	418	3	10	2006-04-18 10:00	14.39	NULL	NULL	NULL	NULL	NULL	NULL	12.42
18	419	3	11	2006-04-18 11:00	9.51	NULL	NULL	NULL	NULL	NULL	NULL	12.58
18	420	3	12	2006-04-18 12:00	5.24	NULL	NULL	NULL	NULL	NULL	NULL	11.27
18	421	3	13	2006-04-18 13:00	5.00	NULL	NULL	NULL	NULL	NULL	NULL	11.20
18	422	3	14	2006-04-18 14:00	4.38	NULL	NULL	NULL	NULL	NULL	NULL	10.45
18	423	3	15	2006-04-18 15:00	8.35	NULL	NULL	NULL	NULL	NULL	NULL	10.16
18	424	3	16	2006-04-18 16:00	4.39	NULL	NULL	NULL	NULL	NULL	NULL	11.49
18	425	3	17	2006-04-18 17:00	3.38	NULL	NULL	NULL	NULL	NULL	NULL	10.13
18	426	3	18	2006-04-18 18:00	5.02	NULL	NULL	NULL	NULL	NULL	NULL	14.93
18	427	3	19	2006-04-18 19:00	6.62	NULL	NULL	NULL	NULL	NULL	NULL	16.12
18	428	3	20	2006-04-18 20:00	6.24	NULL	NULL	NULL	NULL	NULL	NULL	17.53
18	429	3	21	2006-04-18 21:00	7.15	NULL	NULL	NULL	NULL	NULL	NULL	15.88
18	430	3	22	2006-04-18 22:00	5.80	NULL	NULL	NULL	NULL	NULL	NULL	15.79
18	431	3	23	2006-04-18 23:00	8.71	NULL	NULL	NULL	NULL	NULL	NULL	10.44
19	432	4	0	2006-04-19 00:00	4.43	14.15	4.43	25.87	13.20	16.26	5.75	5.28
19	433	4	1	2006-04-19 01:00	3.57	NULL	NULL	NULL	NULL	NULL	NULL	1.61
19	434	4	2	2006-04-19 02:00	3.50	NULL	NULL	NULL	NULL	NULL	NULL	1.44
19	435	4	3	2006-04-19 03:00	3.87	NULL	NULL	NULL	NULL	NULL	NULL	2.04
19	436	4	4	2006-04-19 04:00	8.83	NULL	NULL	NULL	NULL	NULL	NULL	15.05
19	437	4	5	2006-04-19 05:00	15.00	NULL	NULL	NULL	NULL	NULL	NULL	26.82
19	438	4	6	2006-04-19 06:00	50.83	NULL	NULL	NULL	NULL	NULL	NULL	46.73
19	439	4	7	2006-04-19 07:00	69.00	NULL	NULL	NULL	NULL	NULL	NULL	57.83
19	440	4	8	2006-04-19 08:00	36.46	NULL	NULL	NULL	NULL	NULL	NULL	63.33
19	441	4	9	2006-04-19 09:00	8.07	NULL	NULL	NULL	NULL	NULL	NULL	61.86
19	442	4	10	2006-04-19 10:00	10.97	NULL	NULL	NULL	NULL	NULL	NULL	57.16
19	443	4	11	2006-04-19 11:00	9.44	NULL	NULL	NULL	NULL	NULL	NULL	42.96
19	444	4	12	2006-04-19 12:00	7.66	NULL	NULL	NULL	NULL	NULL	NULL	28.23
19	445	4	13	2006-04-19 13:00	6.58	NULL	NULL	NULL	NULL	NULL	NULL	19.27
19	446	4	14	2006-04-19 14:00	6.85	NULL	NULL	NULL	NULL	NULL	NULL	20.15
19	447	4	15	2006-04-19 15:00	6.65	NULL	NULL	NULL	NULL	NULL	NULL	18.18
19	448	4	16	2006-04-19 16:00	6.20	NULL	NULL	NULL	NULL	NULL	NULL	16.59
19	449	4	17	2006-04-19 17:00	6.60	NULL	NULL	NULL	NULL	NULL	NULL	16.67
19	450	4	18	2006-04-19 18:00	6.68	NULL	NULL	NULL	NULL	NULL	NULL	4.39
19	451	4	19	2006-04-19 19:00	9.16	NULL	NULL	NULL	NULL	NULL	NULL	5.99
19	452	4	20	2006-04-19 20:00	9.23	NULL	NULL	NULL	NULL	NULL	NULL	5.61
19	453	4	21	2006-04-19 21:00	9.74	NULL	NULL	NULL	NULL	NULL	NULL	6.52
19	454	4	22	2006-04-19 22:00	3.53	NULL	NULL	NULL	NULL	NULL	NULL	5.17
19	455	4	23	2006-04-19 23:00	3.30	NULL	NULL	NULL	NULL	NULL	NULL	8.15
20	456	5	0	2006-04-20 00:00	2.50	16.88	4.41	29.32	11.67	21.84	5.54	4.39
20	457	5	1	2006-04-20 01:00	2.42	NULL	NULL	NULL	NULL	NULL	NULL	4.68
20	458	5	2	2006-04-20 02:00	3.01	NULL	NULL	NULL	NULL	NULL	NULL	4.42
20	459	5	3	2006-04-20 03:00	2.91	NULL	NULL	NULL	NULL	NULL	NULL	5.76
20	460	5	4	2006-04-20 04:00	4.83	NULL	NULL	NULL	NULL	NULL	NULL	7.67
20	461	5	5	2006-04-20 05:00	14.60	NULL	NULL	NULL	NULL	NULL	NULL	21.65
20	462	5	6	2006-04-20 06:00	48.93	NULL	NULL	NULL	NULL	NULL	NULL	42.77
20	463	5	7	2006-04-20 07:00	58.07	NULL	NULL	NULL	NULL	NULL	NULL	51.29
20	464	5	8	2006-04-20 08:00	47.78	NULL	NULL	NULL	NULL	NULL	NULL	61.77
20	465	5	9	2006-04-20 09:00	23.92	NULL	NULL	NULL	NULL	NULL	NULL	15.20
20	466	5	10	2006-04-20 10:00	16.19	NULL	NULL	NULL	NULL	NULL	NULL	13.76
20	467	5	11	2006-04-20 11:00	17.12	NULL	NULL	NULL	NULL	NULL	NULL	8.88
20	468	5	12	2006-04-20 12:00	13.28	NULL	NULL	NULL	NULL	NULL	NULL	4.61
20	469	5	13	2006-04-20 13:00	13.52	NULL	NULL	NULL	NULL	NULL	NULL	4.37
20	470	5	14	2006-04-20 14:00	8.97	NULL	NULL	NULL	NULL	NULL	NULL	3.75
20	471	5	15	2006-04-20 15:00	8.87	NULL	NULL	NULL	NULL	NULL	NULL	7.72
20	472	5	16	2006-04-20 16:00	18.03	NULL	NULL	NULL	NULL	NULL	NULL	3.76
20	473	5	17	2006-04-20 17:00	13.42	NULL	NULL	NULL	NULL	NULL	NULL	2.75
20	474	5	18	2006-04-20 18:00	12.96	NULL	NULL	NULL	NULL	NULL	NULL	9.38
20	475	5	19	2006-04-20 19:00	15.53	NULL	NULL	NULL	NULL	NULL	NULL	11.86
20	476	5	20	2006-04-20 20:00	17.68	NULL	NULL	NULL	NULL	NULL	NULL	11.93
20	477	5	21	2006-04-20 21:00	15.20	NULL	NULL	NULL	NULL	NULL	NULL	12.44
20	478	5	22	2006-04-20 22:00	9.97	NULL	NULL	NULL	NULL	NULL	NULL	6.23
20	479	5	23	2006-04-20 23:00	4.11	NULL	NULL	NULL	NULL	NULL	NULL	3.26
21	480	6	0	2006-04-21 00:00	3.51	19.07	4.33	14.10	5.78	21.53	8.64	2.42
21	481	6	1	2006-04-21 01:00	3.20	NULL	NULL	NULL	NULL	NULL	NULL	3.53
21	482	6	2	2006-04-21 02:00	3.21	NULL	NULL	NULL	NULL	NULL	NULL	3.46
21	483	6	3	2006-04-21 03:00	3.22	NULL	NULL	NULL	NULL	NULL	NULL	3.83
21	484	6	4	2006-04-21 04:00	6.14	NULL	NULL	NULL	NULL	NULL	NULL	8.79
21	485	6	5	2006-04-21 05:00	19.94	NULL	NULL	NULL	NULL	NULL	NULL	14.96
21	486	6	6	2006-04-21 06:00	39.28	NULL	NULL	NULL	NULL	NULL	NULL	50.79
21	487	6	7	2006-04-21 07:00	37.77	NULL	NULL	NULL	NULL	NULL	NULL	71.70
21	488	6	8	2006-04-21 08:00	25.09	NULL	NULL	NULL	NULL	NULL	NULL	39.16
21	489	6	9	2006-04-21 09:00	21.88	NULL	NULL	NULL	NULL	NULL	NULL	10.77
21	490	6	10	2006-04-21 10:00	23.02	NULL	NULL	NULL	NULL	NULL	NULL	13.67
21	491	6	11	2006-04-21 11:00	21.86	NULL	NULL	NULL	NULL	NULL	NULL	12.14
21	492	6	12	2006-04-21 12:00	26.46	NULL	NULL	NULL	NULL	NULL	NULL	10.36
21	493	6	13	2006-04-21 13:00	21.80	NULL	NULL	NULL	NULL	NULL	NULL	9.28
21	494	6	14	2006-04-21 14:00	19.53	NULL	NULL	NULL	NULL	NULL	NULL	9.55
21	495	6	15	2006-04-21 15:00	14.98	NULL	NULL	NULL	NULL	NULL	NULL	9.35
21	496	6	16	2006-04-21 16:00	15.78	NULL	NULL	NULL	NULL	NULL	NULL	8.90
21	497	6	17	2006-04-21 17:00	16.66	NULL	NULL	NULL	NULL	NULL	NULL	9.30
21	498	6	18	2006-04-21 18:00	17.65	NULL	NULL	NULL	NULL	NULL	NULL	15.15
21	499	6	19	2006-04-21 19:00	20.11	NULL	NULL	NULL	NULL	NULL	NULL	17.72
21	500	6	20	2006-04-21 20:00	15.06	NULL	NULL	NULL	NULL	NULL	NULL	19.87
21	501	6	21	2006-04-21 21:00	7.49	NULL	NULL	NULL	NULL	NULL	NULL	17.39
21	502	6	22	2006-04-21 22:00	20.98	NULL	NULL	NULL	NULL	NULL	NULL	12.16
21	503	6	23	2006-04-21 23:00	8.92	NULL	NULL	NULL	NULL	NULL	NULL	4.03
22	504	7	0	2006-04-22 00:00	5.45	22.41	5.52	15.99	5.00	15.63	7.41	2.42
22	505	7	1	2006-04-22 01:00	5.64	NULL	NULL	NULL	NULL	NULL	NULL	2.34
22	506	7	2	2006-04-22 02:00	4.90	NULL	NULL	NULL	NULL	NULL	NULL	2.93
22	507	7	3	2006-04-22 03:00	4.51	NULL	NULL	NULL	NULL	NULL	NULL	2.83
22	508	7	4	2006-04-22 04:00	4.89	NULL	NULL	NULL	NULL	NULL	NULL	4.75
22	509	7	5	2006-04-22 05:00	7.87	NULL	NULL	NULL	NULL	NULL	NULL	14.52
22	510	7	6	2006-04-22 06:00	8.18	NULL	NULL	NULL	NULL	NULL	NULL	48.85
22	511	7	7	2006-04-22 07:00	19.26	NULL	NULL	NULL	NULL	NULL	NULL	60.26
22	512	7	8	2006-04-22 08:00	19.21	NULL	NULL	NULL	NULL	NULL	NULL	49.97
22	513	7	9	2006-04-22 09:00	24.84	NULL	NULL	NULL	NULL	NULL	NULL	26.11
22	514	7	10	2006-04-22 10:00	25.11	NULL	NULL	NULL	NULL	NULL	NULL	18.38
22	515	7	11	2006-04-22 11:00	17.05	NULL	NULL	NULL	NULL	NULL	NULL	19.31
22	516	7	12	2006-04-22 12:00	17.44	NULL	NULL	NULL	NULL	NULL	NULL	15.47
22	517	7	13	2006-04-22 13:00	13.35	NULL	NULL	NULL	NULL	NULL	NULL	15.71
22	518	7	14	2006-04-22 14:00	13.23	NULL	NULL	NULL	NULL	NULL	NULL	11.16
22	519	7	15	2006-04-22 15:00	12.52	NULL	NULL	NULL	NULL	NULL	NULL	11.06
22	520	7	16	2006-04-22 16:00	11.85	NULL	NULL	NULL	NULL	NULL	NULL	20.22
22	521	7	17	2006-04-22 17:00	11.87	NULL	NULL	NULL	NULL	NULL	NULL	15.61
22	522	7	18	2006-04-22 18:00	12.05	NULL	NULL	NULL	NULL	NULL	NULL	15.15
22	523	7	19	2006-04-22 19:00	11.50	NULL	NULL	NULL	NULL	NULL	NULL	17.72
22	524	7	20	2006-04-22 20:00	16.09	NULL	NULL	NULL	NULL	NULL	NULL	19.87
22	525	7	21	2006-04-22 21:00	16.47	NULL	NULL	NULL	NULL	NULL	NULL	17.39
22	526	7	22	2006-04-22 22:00	15.17	NULL	NULL	NULL	NULL	NULL	NULL	12.16
22	527	7	23	2006-04-22 23:00	10.82	NULL	NULL	NULL	NULL	NULL	NULL	4.03
23	528	1	0	2006-04-23 00:00	6.34	10.78	4.97	12.50	4.97	10.97	5.67	NULL
23	529	1	1	2006-04-23 01:00	4.69	NULL	NULL	NULL	NULL	NULL	NULL	NULL
23	530	1	2	2006-04-23 02:00	5.22	NULL	NULL	NULL	NULL	NULL	NULL	NULL
23	531	1	3	2006-04-23 03:00	5.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
23	532	1	4	2006-04-23 04:00	5.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
