# WHOLESALE.TXT
# =============
# 
# Fields          Description
# --------------- ---------------------------------
# ProjectDay      Project day (1-365)
# ProjectHour     Project hour (1-8760)
# DayOfWeek       Day of week (1-7) [Sunday=1]
# HourOfDay       Hour of day (0-23)
# PostTime        Time price was posted
# MidcHourly      MID Columbia energy price [$/MWh]
# MidcFirmPeak    
# MidcFirmOffpeak
# MidcNonfirmPeak
# MidcNonfirmOffpeak
# OffpeakAverage
# OnpeakAverage
# Olympic
# 
# FORMAT=%f %f %f %f %[^\t] %f %f %f %f %f %f %f %f
ProjectDay	ProjectHour	DayOfWeek	HourOfDay	PostTime	MidcHourly	MidcFirmPeak	MidcFirmOffpeak	MidcNonfirmPeak	MidcNonFirmOffpeak	MidcPeakAverage	MidcOffpeakAverage	Olympic
33	791	4	23	2006-05-03 23:00	4.72	NULL	NULL	NULL	NULL	NULL	NULL	7.39
34	792	5	0	2006-05-04 00:00	12.71	29.34	2.46	14.72	16.48	17.23	8.69	2.25
34	793	5	1	2006-05-04 01:00	4.02	NULL	NULL	NULL	NULL	NULL	NULL	5.31
34	794	5	2	2006-05-04 02:00	4.78	NULL	NULL	NULL	NULL	NULL	NULL	8.39
34	795	5	3	2006-05-04 03:00	4.00	NULL	NULL	NULL	NULL	NULL	NULL	8.12
34	796	5	4	2006-05-04 04:00	8.87	NULL	NULL	NULL	NULL	NULL	NULL	5.35
34	797	5	5	2006-05-04 05:00	16.26	NULL	NULL	NULL	NULL	NULL	NULL	10.44
34	798	5	6	2006-05-04 06:00	25.22	NULL	NULL	NULL	NULL	NULL	NULL	17.75
34	799	5	7	2006-05-04 07:00	29.80	NULL	NULL	NULL	NULL	NULL	NULL	46.03
34	800	5	8	2006-05-04 08:00	25.28	NULL	NULL	NULL	NULL	NULL	NULL	40.60
34	801	5	9	2006-05-04 09:00	21.13	NULL	NULL	NULL	NULL	NULL	NULL	33.24
34	802	5	10	2006-05-04 10:00	17.46	NULL	NULL	NULL	NULL	NULL	NULL	33.55
34	803	5	11	2006-05-04 11:00	15.94	NULL	NULL	NULL	NULL	NULL	NULL	23.99
34	804	5	12	2006-05-04 12:00	16.73	NULL	NULL	NULL	NULL	NULL	NULL	20.82
34	805	5	13	2006-05-04 13:00	15.71	NULL	NULL	NULL	NULL	NULL	NULL	21.91
34	806	5	14	2006-05-04 14:00	13.85	NULL	NULL	NULL	NULL	NULL	NULL	22.75
34	807	5	15	2006-05-04 15:00	12.94	NULL	NULL	NULL	NULL	NULL	NULL	21.99
34	808	5	16	2006-05-04 16:00	12.14	NULL	NULL	NULL	NULL	NULL	NULL	22.40
34	809	5	17	2006-05-04 17:00	11.85	NULL	NULL	NULL	NULL	NULL	NULL	18.17
34	810	5	18	2006-05-04 18:00	11.70	NULL	NULL	NULL	NULL	NULL	NULL	4.60
34	811	5	19	2006-05-04 19:00	17.47	NULL	NULL	NULL	NULL	NULL	NULL	4.03
34	812	5	20	2006-05-04 20:00	16.57	NULL	NULL	NULL	NULL	NULL	NULL	4.48
34	813	5	21	2006-05-04 21:00	11.89	NULL	NULL	NULL	NULL	NULL	NULL	5.06
34	814	5	22	2006-05-04 22:00	9.66	NULL	NULL	NULL	NULL	NULL	NULL	2.09
34	815	5	23	2006-05-04 23:00	9.25	NULL	NULL	NULL	NULL	NULL	NULL	2.80
35	816	6	0	2006-05-05 00:00	3.29	23.55	3.84	18.37	8.69	18.18	7.13	14.09
35	817	6	1	2006-05-05 01:00	4.97	NULL	NULL	NULL	NULL	NULL	NULL	0.68
35	818	6	2	2006-05-05 02:00	4.08	NULL	NULL	NULL	NULL	NULL	NULL	2.34
35	819	6	3	2006-05-05 03:00	4.91	NULL	NULL	NULL	NULL	NULL	NULL	2.76
35	820	6	4	2006-05-05 04:00	2.77	NULL	NULL	NULL	NULL	NULL	NULL	9.58
35	821	6	5	2006-05-05 05:00	15.00	NULL	NULL	NULL	NULL	NULL	NULL	15.90
35	822	6	6	2006-05-05 06:00	17.10	NULL	NULL	NULL	NULL	NULL	NULL	22.72
35	823	6	7	2006-05-05 07:00	18.75	NULL	NULL	NULL	NULL	NULL	NULL	39.44
35	824	6	8	2006-05-05 08:00	23.05	NULL	NULL	NULL	NULL	NULL	NULL	26.38
35	825	6	9	2006-05-05 09:00	22.99	NULL	NULL	NULL	NULL	NULL	NULL	12.38
35	826	6	10	2006-05-05 10:00	19.85	NULL	NULL	NULL	NULL	NULL	NULL	7.93
35	827	6	11	2006-05-05 11:00	18.92	NULL	NULL	NULL	NULL	NULL	NULL	6.38
35	828	6	12	2006-05-05 12:00	20.31	NULL	NULL	NULL	NULL	NULL	NULL	8.42
35	829	6	13	2006-05-05 13:00	19.17	NULL	NULL	NULL	NULL	NULL	NULL	6.53
35	830	6	14	2006-05-05 14:00	17.77	NULL	NULL	NULL	NULL	NULL	NULL	7.22
35	831	6	15	2006-05-05 15:00	17.61	NULL	NULL	NULL	NULL	NULL	NULL	7.12
35	832	6	16	2006-05-05 16:00	17.00	NULL	NULL	NULL	NULL	NULL	NULL	6.27
35	833	6	17	2006-05-05 17:00	15.18	NULL	NULL	NULL	NULL	NULL	NULL	2.76
35	834	6	18	2006-05-05 18:00	16.41	NULL	NULL	NULL	NULL	NULL	NULL	5.91
35	835	6	19	2006-05-05 19:00	17.30	NULL	NULL	NULL	NULL	NULL	NULL	11.68
35	836	6	20	2006-05-05 20:00	14.10	NULL	NULL	NULL	NULL	NULL	NULL	10.78
35	837	6	21	2006-05-05 21:00	15.40	NULL	NULL	NULL	NULL	NULL	NULL	6.10
35	838	6	22	2006-05-05 22:00	11.94	NULL	NULL	NULL	NULL	NULL	NULL	3.87
35	839	6	23	2006-05-05 23:00	10.06	NULL	NULL	NULL	NULL	NULL	NULL	10.63
36	840	7	0	2006-05-06 00:00	4.35	23.55	3.84	6.86	9.27	8.44	5.95	14.09
36	841	7	1	2006-05-06 01:00	4.67	NULL	NULL	NULL	NULL	NULL	NULL	5.40
36	842	7	2	2006-05-06 02:00	3.55	NULL	NULL	NULL	NULL	NULL	NULL	6.16
36	843	7	3	2006-05-06 03:00	3.57	NULL	NULL	NULL	NULL	NULL	NULL	5.38
36	844	7	4	2006-05-06 04:00	3.42	NULL	NULL	NULL	NULL	NULL	NULL	10.25
36	845	7	5	2006-05-06 05:00	3.77	NULL	NULL	NULL	NULL	NULL	NULL	17.64
36	846	7	6	2006-05-06 06:00	6.70	NULL	NULL	NULL	NULL	NULL	NULL	26.60
36	847	7	7	2006-05-06 07:00	6.64	NULL	NULL	NULL	NULL	NULL	NULL	24.01
36	848	7	8	2006-05-06 08:00	7.17	NULL	NULL	NULL	NULL	NULL	NULL	19.49
36	849	7	9	2006-05-06 09:00	6.67	NULL	NULL	NULL	NULL	NULL	NULL	15.34
36	850	7	10	2006-05-06 10:00	8.02	NULL	NULL	NULL	NULL	NULL	NULL	11.67
36	851	7	11	2006-05-06 11:00	9.16	NULL	NULL	NULL	NULL	NULL	NULL	10.15
36	852	7	12	2006-05-06 12:00	10.33	NULL	NULL	NULL	NULL	NULL	NULL	10.94
36	853	7	13	2006-05-06 13:00	7.40	NULL	NULL	NULL	NULL	NULL	NULL	9.92
36	854	7	14	2006-05-06 14:00	6.75	NULL	NULL	NULL	NULL	NULL	NULL	8.06
36	855	7	15	2006-05-06 15:00	7.82	NULL	NULL	NULL	NULL	NULL	NULL	7.15
36	856	7	16	2006-05-06 16:00	10.26	NULL	NULL	NULL	NULL	NULL	NULL	6.35
36	857	7	17	2006-05-06 17:00	7.52	NULL	NULL	NULL	NULL	NULL	NULL	6.06
36	858	7	18	2006-05-06 18:00	9.62	NULL	NULL	NULL	NULL	NULL	NULL	5.91
36	859	7	19	2006-05-06 19:00	10.39	NULL	NULL	NULL	NULL	NULL	NULL	11.68
36	860	7	20	2006-05-06 20:00	10.23	NULL	NULL	NULL	NULL	NULL	NULL	10.78
36	861	7	21	2006-05-06 21:00	10.35	NULL	NULL	NULL	NULL	NULL	NULL	6.10
36	862	7	22	2006-05-06 22:00	12.38	NULL	NULL	NULL	NULL	NULL	NULL	3.87
36	863	7	23	2006-05-06 23:00	11.91	NULL	NULL	NULL	NULL	NULL	NULL	10.63
37	864	1	0	2006-05-07 00:00	8.00	22.50	8.67	14.42	16.04	13.89	11.88	NULL
37	865	1	1	2006-05-07 01:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	866	1	2	2006-05-07 02:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	867	1	3	2006-05-07 03:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	868	1	4	2006-05-07 04:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	869	1	5	2006-05-07 05:00	8.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	870	1	6	2006-05-07 06:00	8.24	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	871	1	7	2006-05-07 07:00	9.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	872	1	8	2006-05-07 08:00	9.88	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	873	1	9	2006-05-07 09:00	11.40	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	874	1	10	2006-05-07 10:00	12.03	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	875	1	11	2006-05-07 11:00	13.96	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	876	1	12	2006-05-07 12:00	13.90	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	877	1	13	2006-05-07 13:00	13.76	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	878	1	14	2006-05-07 14:00	13.69	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	879	1	15	2006-05-07 15:00	15.27	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	880	1	16	2006-05-07 16:00	13.29	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	881	1	17	2006-05-07 17:00	13.61	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	882	1	18	2006-05-07 18:00	14.66	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	883	1	19	2006-05-07 19:00	15.26	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	884	1	20	2006-05-07 20:00	21.20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	885	1	21	2006-05-07 21:00	23.10	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	886	1	22	2006-05-07 22:00	23.98	NULL	NULL	NULL	NULL	NULL	NULL	NULL
37	887	1	23	2006-05-07 23:00	23.05	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	888	2	0	2006-05-08 00:00	16.67	29.77	14.74	46.60	30.71	47.31	20.61	14.07
38	889	2	1	2006-05-08 01:00	10.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	890	2	2	2006-05-08 02:00	12.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	891	2	3	2006-05-08 03:00	12.43	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	892	2	4	2006-05-08 04:00	18.12	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	893	2	5	2006-05-08 05:00	19.88	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	894	2	6	2006-05-08 06:00	29.88	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	895	2	7	2006-05-08 07:00	60.36	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	896	2	8	2006-05-08 08:00	56.98	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	897	2	9	2006-05-08 09:00	55.54	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	898	2	10	2006-05-08 10:00	47.02	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	899	2	11	2006-05-08 11:00	47.14	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	900	2	12	2006-05-08 12:00	44.87	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	901	2	13	2006-05-08 13:00	45.09	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	902	2	14	2006-05-08 14:00	45.94	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	903	2	15	2006-05-08 15:00	45.63	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	904	2	16	2006-05-08 16:00	45.25	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	905	2	17	2006-05-08 17:00	43.32	NULL	NULL	NULL	NULL	NULL	NULL	NULL
38	906	2	18	2006-05-08 18:00	43.37	NULL	NULL	NULL	NULL	NULL	NULL	21.93
38	907	2	19	2006-05-08 19:00	46.37	NULL	NULL	NULL	NULL	NULL	NULL	22.53
38	908	2	20	2006-05-08 20:00	50.14	NULL	NULL	NULL	NULL	NULL	NULL	28.47
38	909	2	21	2006-05-08 21:00	50.06	NULL	NULL	NULL	NULL	NULL	NULL	30.37
38	910	2	22	2006-05-08 22:00	53.28	NULL	NULL	NULL	NULL	NULL	NULL	31.25
38	911	2	23	2006-05-08 23:00	22.24	NULL	NULL	NULL	NULL	NULL	NULL	29.12
39	912	3	0	2006-05-09 00:00	23.13	32.94	13.43	45.89	33.84	47.76	27.58	15.36
39	913	3	1	2006-05-09 01:00	20.24	NULL	NULL	NULL	NULL	NULL	NULL	14.07
39	914	3	2	2006-05-09 02:00	19.68	NULL	NULL	NULL	NULL	NULL	NULL	14.07
39	915	3	3	2006-05-09 03:00	20.38	NULL	NULL	NULL	NULL	NULL	NULL	14.07
39	916	3	4	2006-05-09 04:00	29.14	NULL	NULL	NULL	NULL	NULL	NULL	14.07
39	917	3	5	2006-05-09 05:00	41.13	NULL	NULL	NULL	NULL	NULL	NULL	14.07
39	918	3	6	2006-05-09 06:00	57.26	NULL	NULL	NULL	NULL	NULL	NULL	14.31
39	919	3	7	2006-05-09 07:00	61.15	NULL	NULL	NULL	NULL	NULL	NULL	16.27
39	920	3	8	2006-05-09 08:00	63.85	NULL	NULL	NULL	NULL	NULL	NULL	17.15
39	921	3	9	2006-05-09 09:00	60.66	NULL	NULL	NULL	NULL	NULL	NULL	18.67
39	922	3	10	2006-05-09 10:00	51.98	NULL	NULL	NULL	NULL	NULL	NULL	19.30
39	923	3	11	2006-05-09 11:00	48.56	NULL	NULL	NULL	NULL	NULL	NULL	21.23
39	924	3	12	2006-05-09 12:00	46.19	NULL	NULL	NULL	NULL	NULL	NULL	21.17
39	925	3	13	2006-05-09 13:00	46.98	NULL	NULL	NULL	NULL	NULL	NULL	21.03
39	926	3	14	2006-05-09 14:00	45.20	NULL	NULL	NULL	NULL	NULL	NULL	20.96
39	927	3	15	2006-05-09 15:00	45.32	NULL	NULL	NULL	NULL	NULL	NULL	22.54
39	928	3	16	2006-05-09 16:00	44.93	NULL	NULL	NULL	NULL	NULL	NULL	20.56
39	929	3	17	2006-05-09 17:00	41.22	NULL	NULL	NULL	NULL	NULL	NULL	20.88
39	930	3	18	2006-05-09 18:00	39.17	NULL	NULL	NULL	NULL	NULL	NULL	46.54
39	931	3	19	2006-05-09 19:00	34.89	NULL	NULL	NULL	NULL	NULL	NULL	49.54
39	932	3	20	2006-05-09 20:00	35.50	NULL	NULL	NULL	NULL	NULL	NULL	53.31
39	933	3	21	2006-05-09 21:00	41.30	NULL	NULL	NULL	NULL	NULL	NULL	53.23
39	934	3	22	2006-05-09 22:00	39.70	NULL	NULL	NULL	NULL	NULL	NULL	56.45
39	935	3	23	2006-05-09 23:00	27.24	NULL	NULL	NULL	NULL	NULL	NULL	20.93
40	936	4	0	2006-05-10 00:00	21.00	44.61	29.41	42.34	32.32	41.64	23.03	39.11
40	937	4	1	2006-05-10 01:00	17.87	NULL	NULL	NULL	NULL	NULL	NULL	8.94
40	938	4	2	2006-05-10 02:00	19.03	NULL	NULL	NULL	NULL	NULL	NULL	10.69
40	939	4	3	2006-05-10 03:00	17.11	NULL	NULL	NULL	NULL	NULL	NULL	11.12
40	940	4	4	2006-05-10 04:00	19.47	NULL	NULL	NULL	NULL	NULL	NULL	16.81
40	941	4	5	2006-05-10 05:00	25.44	NULL	NULL	NULL	NULL	NULL	NULL	18.57
40	942	4	6	2006-05-10 06:00	41.13	NULL	NULL	NULL	NULL	NULL	NULL	28.57
40	943	4	7	2006-05-10 07:00	36.27	NULL	NULL	NULL	NULL	NULL	NULL	63.53
40	944	4	8	2006-05-10 08:00	40.00	NULL	NULL	NULL	NULL	NULL	NULL	60.15
40	945	4	9	2006-05-10 09:00	41.85	NULL	NULL	NULL	NULL	NULL	NULL	58.71
40	946	4	10	2006-05-10 10:00	40.58	NULL	NULL	NULL	NULL	NULL	NULL	50.19
40	947	4	11	2006-05-10 11:00	41.22	NULL	NULL	NULL	NULL	NULL	NULL	50.31
40	948	4	12	2006-05-10 12:00	41.98	NULL	NULL	NULL	NULL	NULL	NULL	48.04
40	949	4	13	2006-05-10 13:00	42.82	NULL	NULL	NULL	NULL	NULL	NULL	48.26
40	950	4	14	2006-05-10 14:00	42.63	NULL	NULL	NULL	NULL	NULL	NULL	49.11
40	951	4	15	2006-05-10 15:00	42.42	NULL	NULL	NULL	NULL	NULL	NULL	48.80
40	952	4	16	2006-05-10 16:00	41.76	NULL	NULL	NULL	NULL	NULL	NULL	48.42
40	953	4	17	2006-05-10 17:00	42.29	NULL	NULL	NULL	NULL	NULL	NULL	46.49
40	954	4	18	2006-05-10 18:00	43.67	NULL	NULL	NULL	NULL	NULL	NULL	50.84
40	955	4	19	2006-05-10 19:00	42.96	NULL	NULL	NULL	NULL	NULL	NULL	46.56
40	956	4	20	2006-05-10 20:00	42.78	NULL	NULL	NULL	NULL	NULL	NULL	47.17
40	957	4	21	2006-05-10 21:00	41.85	NULL	NULL	NULL	NULL	NULL	NULL	52.97
40	958	4	22	2006-05-10 22:00	36.19	NULL	NULL	NULL	NULL	NULL	NULL	51.37
40	959	4	23	2006-05-10 23:00	28.11	NULL	NULL	NULL	NULL	NULL	NULL	43.22
41	960	5	0	2006-05-11 00:00	20.09	44.48	34.22	41.28	32.13	42.49	26.96	25.81
41	961	5	1	2006-05-11 01:00	21.88	NULL	NULL	NULL	NULL	NULL	NULL	36.22
41	962	5	2	2006-05-11 02:00	20.40	NULL	NULL	NULL	NULL	NULL	NULL	35.66
41	963	5	3	2006-05-11 03:00	17.68	NULL	NULL	NULL	NULL	NULL	NULL	36.36
41	964	5	4	2006-05-11 04:00	20.58	NULL	NULL	NULL	NULL	NULL	NULL	45.12
41	965	5	5	2006-05-11 05:00	32.69	NULL	NULL	NULL	NULL	NULL	NULL	57.11
41	966	5	6	2006-05-11 06:00	42.93	NULL	NULL	NULL	NULL	NULL	NULL	73.24
41	967	5	7	2006-05-11 07:00	40.25	NULL	NULL	NULL	NULL	NULL	NULL	72.82
41	968	5	8	2006-05-11 08:00	39.29	NULL	NULL	NULL	NULL	NULL	NULL	75.52
41	969	5	9	2006-05-11 09:00	48.43	NULL	NULL	NULL	NULL	NULL	NULL	72.33
41	970	5	10	2006-05-11 10:00	42.79	NULL	NULL	NULL	NULL	NULL	NULL	63.65
41	971	5	11	2006-05-11 11:00	48.13	NULL	NULL	NULL	NULL	NULL	NULL	60.23
41	972	5	12	2006-05-11 12:00	38.00	NULL	NULL	NULL	NULL	NULL	NULL	57.86
41	973	5	13	2006-05-11 13:00	40.76	NULL	NULL	NULL	NULL	NULL	NULL	58.65
41	974	5	14	2006-05-11 14:00	38.28	NULL	NULL	NULL	NULL	NULL	NULL	56.87
41	975	5	15	2006-05-11 15:00	44.57	NULL	NULL	NULL	NULL	NULL	NULL	56.99
41	976	5	16	2006-05-11 16:00	42.46	NULL	NULL	NULL	NULL	NULL	NULL	56.60
41	977	5	17	2006-05-11 17:00	42.78	NULL	NULL	NULL	NULL	NULL	NULL	52.89
41	978	5	18	2006-05-11 18:00	43.73	NULL	NULL	NULL	NULL	NULL	NULL	43.54
41	979	5	19	2006-05-11 19:00	40.57	NULL	NULL	NULL	NULL	NULL	NULL	42.83
41	980	5	20	2006-05-11 20:00	41.84	NULL	NULL	NULL	NULL	NULL	NULL	42.65
41	981	5	21	2006-05-11 21:00	45.07	NULL	NULL	NULL	NULL	NULL	NULL	41.72
41	982	5	22	2006-05-11 22:00	47.41	NULL	NULL	NULL	NULL	NULL	NULL	36.06
41	983	5	23	2006-05-11 23:00	34.94	NULL	NULL	NULL	NULL	NULL	NULL	32.92
42	984	6	0	2006-05-12 00:00	24.94	39.37	27.28	49.77	34.63	53.18	28.28	13.15
42	985	6	1	2006-05-12 01:00	24.18	NULL	NULL	NULL	NULL	NULL	NULL	22.68
42	986	6	2	2006-05-12 02:00	25.03	NULL	NULL	NULL	NULL	NULL	NULL	23.84
42	987	6	3	2006-05-12 03:00	23.60	NULL	NULL	NULL	NULL	NULL	NULL	21.92
42	988	6	4	2006-05-12 04:00	21.29	NULL	NULL	NULL	NULL	NULL	NULL	24.28
42	989	6	5	2006-05-12 05:00	28.00	NULL	NULL	NULL	NULL	NULL	NULL	30.25
42	990	6	6	2006-05-12 06:00	43.04	NULL	NULL	NULL	NULL	NULL	NULL	45.94
42	991	6	7	2006-05-12 07:00	54.68	NULL	NULL	NULL	NULL	NULL	NULL	36.14
42	992	6	8	2006-05-12 08:00	54.90	NULL	NULL	NULL	NULL	NULL	NULL	39.87
42	993	6	9	2006-05-12 09:00	57.55	NULL	NULL	NULL	NULL	NULL	NULL	41.72
42	994	6	10	2006-05-12 10:00	64.81	NULL	NULL	NULL	NULL	NULL	NULL	40.45
42	995	6	11	2006-05-12 11:00	60.33	NULL	NULL	NULL	NULL	NULL	NULL	41.09
42	996	6	12	2006-05-12 12:00	57.22	NULL	NULL	NULL	NULL	NULL	NULL	41.85
42	997	6	13	2006-05-12 13:00	54.05	NULL	NULL	NULL	NULL	NULL	NULL	42.69
42	998	6	14	2006-05-12 14:00	54.30	NULL	NULL	NULL	NULL	NULL	NULL	42.50
42	999	6	15	2006-05-12 15:00	55.55	NULL	NULL	NULL	NULL	NULL	NULL	42.29
42	1000	6	16	2006-05-12 16:00	51.27	NULL	NULL	NULL	NULL	NULL	NULL	41.63
42	1001	6	17	2006-05-12 17:00	44.18	NULL	NULL	NULL	NULL	NULL	NULL	42.16
42	1002	6	18	2006-05-12 18:00	51.87	NULL	NULL	NULL	NULL	NULL	NULL	38.62
42	1003	6	19	2006-05-12 19:00	49.54	NULL	NULL	NULL	NULL	NULL	NULL	35.46
42	1004	6	20	2006-05-12 20:00	51.67	NULL	NULL	NULL	NULL	NULL	NULL	36.73
42	1005	6	21	2006-05-12 21:00	45.84	NULL	NULL	NULL	NULL	NULL	NULL	39.96
42	1006	6	22	2006-05-12 22:00	38.57	NULL	NULL	NULL	NULL	NULL	NULL	42.30
42	1007	6	23	2006-05-12 23:00	40.62	NULL	NULL	NULL	NULL	NULL	NULL	28.00
43	1008	7	0	2006-05-13 00:00	37.30	39.37	27.28	45.89	36.67	45.54	33.42	13.15
43	1009	7	1	2006-05-13 01:00	37.39	NULL	NULL	NULL	NULL	NULL	NULL	14.94
43	1010	7	2	2006-05-13 02:00	29.09	NULL	NULL	NULL	NULL	NULL	NULL	13.46
43	1011	7	3	2006-05-13 03:00	27.07	NULL	NULL	NULL	NULL	NULL	NULL	10.74
43	1012	7	4	2006-05-13 04:00	31.37	NULL	NULL	NULL	NULL	NULL	NULL	13.64
43	1013	7	5	2006-05-13 05:00	26.36	NULL	NULL	NULL	NULL	NULL	NULL	25.75
43	1014	7	6	2006-05-13 06:00	40.04	NULL	NULL	NULL	NULL	NULL	NULL	35.99
43	1015	7	7	2006-05-13 07:00	39.37	NULL	NULL	NULL	NULL	NULL	NULL	35.14
43	1016	7	8	2006-05-13 08:00	45.21	NULL	NULL	NULL	NULL	NULL	NULL	34.18
43	1017	7	9	2006-05-13 09:00	46.11	NULL	NULL	NULL	NULL	NULL	NULL	43.32
43	1018	7	10	2006-05-13 10:00	47.00	NULL	NULL	NULL	NULL	NULL	NULL	37.68
43	1019	7	11	2006-05-13 11:00	45.17	NULL	NULL	NULL	NULL	NULL	NULL	43.02
43	1020	7	12	2006-05-13 12:00	44.85	NULL	NULL	NULL	NULL	NULL	NULL	32.89
43	1021	7	13	2006-05-13 13:00	47.56	NULL	NULL	NULL	NULL	NULL	NULL	35.65
43	1022	7	14	2006-05-13 14:00	48.64	NULL	NULL	NULL	NULL	NULL	NULL	33.17
43	1023	7	15	2006-05-13 15:00	49.25	NULL	NULL	NULL	NULL	NULL	NULL	39.46
43	1024	7	16	2006-05-13 16:00	48.99	NULL	NULL	NULL	NULL	NULL	NULL	37.35
43	1025	7	17	2006-05-13 17:00	49.78	NULL	NULL	NULL	NULL	NULL	NULL	37.67
43	1026	7	18	2006-05-13 18:00	49.33	NULL	NULL	NULL	NULL	NULL	NULL	38.62
43	1027	7	19	2006-05-13 19:00	43.00	NULL	NULL	NULL	NULL	NULL	NULL	35.46
43	1028	7	20	2006-05-13 20:00	43.00	NULL	NULL	NULL	NULL	NULL	NULL	36.73
43	1029	7	21	2006-05-13 21:00	41.33	NULL	NULL	NULL	NULL	NULL	NULL	39.96
43	1030	7	22	2006-05-13 22:00	42.87	NULL	NULL	NULL	NULL	NULL	NULL	42.30
43	1031	7	23	2006-05-13 23:00	35.91	NULL	NULL	NULL	NULL	NULL	NULL	28.00
44	1032	1	0	2006-05-14 00:00	32.52	34.37	15.08	50.61	55.00	42.15	33.11	NULL
44	1033	1	1	2006-05-14 01:00	31.83	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1034	1	2	2006-05-14 02:00	31.04	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1035	1	3	2006-05-14 03:00	32.03	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1036	1	4	2006-05-14 04:00	32.54	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1037	1	5	2006-05-14 05:00	29.01	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1038	1	6	2006-05-14 06:00	29.16	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1039	1	7	2006-05-14 07:00	33.61	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1040	1	8	2006-05-14 08:00	39.91	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1041	1	9	2006-05-14 09:00	42.36	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1042	1	10	2006-05-14 10:00	42.38	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1043	1	11	2006-05-14 11:00	40.53	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1044	1	12	2006-05-14 12:00	39.30	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1045	1	13	2006-05-14 13:00	41.10	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1046	1	14	2006-05-14 14:00	43.82	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1047	1	15	2006-05-14 15:00	45.09	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1048	1	16	2006-05-14 16:00	47.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1049	1	17	2006-05-14 17:00	46.48	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1050	1	18	2006-05-14 18:00	46.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1051	1	19	2006-05-14 19:00	46.55	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1052	1	20	2006-05-14 20:00	44.59	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1053	1	21	2006-05-14 21:00	46.56	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1054	1	22	2006-05-14 22:00	39.84	NULL	NULL	NULL	NULL	NULL	NULL	NULL
44	1055	1	23	2006-05-14 23:00	36.08	NULL	NULL	NULL	NULL	NULL	NULL	NULL
