# file...... ../data_vfd_in_rec_pow_A.csv
# date...... Wed Apr 26 14:48:24 2017
# user...... gour967
# host...... (null)
# target.... vfd 20
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,power_in_A
2017-03-28 00:00:26.200000 PDT,+355.062+171.964j
2017-03-28 00:00:26.210000 PDT,+356.697+172.756j
2017-03-28 00:00:26.220000 PDT,+358.333+173.548j
2017-03-28 00:00:26.230000 PDT,+359.97+174.341j
2017-03-28 00:00:26.240000 PDT,+361.608+175.135j
2017-03-28 00:00:26.250000 PDT,+363.248+175.929j
2017-03-28 00:00:26.260000 PDT,+364.888+176.724j
2017-03-28 00:00:26.270000 PDT,+366.53+177.519j
2017-03-28 00:00:26.280000 PDT,+368.173+178.314j
2017-03-28 00:00:26.290000 PDT,+369.817+179.111j
2017-03-28 00:00:26.300000 PDT,+371.462+179.907j
2017-03-28 00:00:26.310000 PDT,+373.109+180.705j
2017-03-28 00:00:26.320000 PDT,+374.756+181.503j
2017-03-28 00:00:26.330000 PDT,+376.404+182.301j
2017-03-28 00:00:26.340000 PDT,+378.053+183.1j
2017-03-28 00:00:26.350000 PDT,+379.704+183.899j
2017-03-28 00:00:26.360000 PDT,+381.355+184.699j
2017-03-28 00:00:26.370000 PDT,+383.007+185.499j
2017-03-28 00:00:26.380000 PDT,+384.66+186.299j
2017-03-28 00:00:26.390000 PDT,+386.314+187.1j
2017-03-28 00:00:26.400000 PDT,+387.968+187.902j
2017-03-28 00:00:26.410000 PDT,+389.624+188.704j
2017-03-28 00:00:26.420000 PDT,+391.28+189.506j
2017-03-28 00:00:26.430000 PDT,+392.938+190.308j
2017-03-28 00:00:26.440000 PDT,+394.596+191.111j
2017-03-28 00:00:26.450000 PDT,+396.254+191.915j
2017-03-28 00:00:26.460000 PDT,+397.914+192.718j
2017-03-28 00:00:26.470000 PDT,+399.574+193.522j
2017-03-28 00:00:26.480000 PDT,+401.235+194.327j
2017-03-28 00:00:26.490000 PDT,+402.896+195.131j
2017-03-28 00:00:26.500000 PDT,+404.558+195.936j
2017-03-28 00:00:26.510000 PDT,+406.221+196.742j
2017-03-28 00:00:26.520000 PDT,+407.884+197.547j
2017-03-28 00:00:26.530000 PDT,+409.548+198.353j
2017-03-28 00:00:26.540000 PDT,+411.213+199.159j
2017-03-28 00:00:26.550000 PDT,+412.878+199.966j
2017-03-28 00:00:26.560000 PDT,+414.543+200.772j
2017-03-28 00:00:26.570000 PDT,+416.209+201.579j
2017-03-28 00:00:26.580000 PDT,+417.875+202.386j
2017-03-28 00:00:26.590000 PDT,+419.542+203.194j
2017-03-28 00:00:26.600000 PDT,+421.21+204.001j
2017-03-28 00:00:26.610000 PDT,+422.877+204.809j
2017-03-28 00:00:26.620000 PDT,+424.546+205.617j
2017-03-28 00:00:26.630000 PDT,+426.214+206.425j
2017-03-28 00:00:26.640000 PDT,+427.883+207.233j
2017-03-28 00:00:26.650000 PDT,+429.552+208.042j
2017-03-28 00:00:26.660000 PDT,+431.221+208.85j
2017-03-28 00:00:26.670000 PDT,+432.891+209.659j
2017-03-28 00:00:26.680000 PDT,+434.561+210.468j
2017-03-28 00:00:26.690000 PDT,+436.231+211.277j
2017-03-28 00:00:26.700000 PDT,+437.902+212.086j
2017-03-28 00:00:26.710000 PDT,+439.573+212.895j
2017-03-28 00:00:26.720000 PDT,+441.243+213.704j
2017-03-28 00:00:26.730000 PDT,+442.914+214.513j
2017-03-28 00:00:26.740000 PDT,+444.586+215.323j
2017-03-28 00:00:26.750000 PDT,+446.257+216.132j
2017-03-28 00:00:26.760000 PDT,+447.928+216.942j
2017-03-28 00:00:26.770000 PDT,+449.6+217.751j
2017-03-28 00:00:26.780000 PDT,+451.271+218.561j
2017-03-28 00:00:26.790000 PDT,+452.943+219.37j
2017-03-28 00:00:26.800000 PDT,+454.614+220.18j
2017-03-28 00:00:26.810000 PDT,+456.286+220.989j
2017-03-28 00:00:26.820000 PDT,+457.958+221.799j
2017-03-28 00:00:26.830000 PDT,+459.629+222.609j
2017-03-28 00:00:26.840000 PDT,+461.301+223.418j
2017-03-28 00:00:26.850000 PDT,+462.972+224.228j
2017-03-28 00:00:26.860000 PDT,+464.644+225.037j
2017-03-28 00:00:26.870000 PDT,+466.315+225.847j
2017-03-28 00:00:26.880000 PDT,+467.986+226.656j
2017-03-28 00:00:26.890000 PDT,+469.657+227.465j
2017-03-28 00:00:26.900000 PDT,+471.328+228.275j
2017-03-28 00:00:26.910000 PDT,+472.999+229.084j
2017-03-28 00:00:26.920000 PDT,+474.67+229.893j
2017-03-28 00:00:26.930000 PDT,+476.34+230.702j
2017-03-28 00:00:26.940000 PDT,+478.011+231.511j
2017-03-28 00:00:26.950000 PDT,+479.681+232.32j
2017-03-28 00:00:26.960000 PDT,+481.35+233.129j
2017-03-28 00:00:26.970000 PDT,+483.02+233.937j
2017-03-28 00:00:26.980000 PDT,+484.689+234.746j
2017-03-28 00:00:26.990000 PDT,+486.358+235.554j
2017-03-28 00:00:27.000000 PDT,+488.027+236.362j
2017-03-28 00:00:27.010000 PDT,+489.695+237.17j
2017-03-28 00:00:27.020000 PDT,+491.363+237.978j
2017-03-28 00:00:27.030000 PDT,+493.031+238.786j
2017-03-28 00:00:27.040000 PDT,+494.698+239.593j
2017-03-28 00:00:27.050000 PDT,+496.365+240.401j
2017-03-28 00:00:27.060000 PDT,+498.032+241.208j
2017-03-28 00:00:27.070000 PDT,+499.698+242.015j
2017-03-28 00:00:27.080000 PDT,+501.364+242.822j
2017-03-28 00:00:27.090000 PDT,+503.029+243.628j
2017-03-28 00:00:27.100000 PDT,+504.694+244.435j
2017-03-28 00:00:27.110000 PDT,+506.359+245.241j
2017-03-28 00:00:27.120000 PDT,+508.023+246.047j
2017-03-28 00:00:27.130000 PDT,+509.687+246.853j
2017-03-28 00:00:27.140000 PDT,+511.35+247.658j
2017-03-28 00:00:27.150000 PDT,+513.013+248.463j
2017-03-28 00:00:27.160000 PDT,+514.675+249.268j
2017-03-28 00:00:27.170000 PDT,+516.336+250.073j
2017-03-28 00:00:27.180000 PDT,+517.998+250.878j
2017-03-28 00:00:27.190000 PDT,+519.658+251.682j
2017-03-28 00:00:27.200000 PDT,+521.318+252.486j
2017-03-28 00:00:27.210000 PDT,+522.978+253.29j
2017-03-28 00:00:27.220000 PDT,+524.637+254.093j
2017-03-28 00:00:27.230000 PDT,+526.295+254.896j
2017-03-28 00:00:27.240000 PDT,+527.953+255.699j
2017-03-28 00:00:27.250000 PDT,+529.61+256.502j
2017-03-28 00:00:27.260000 PDT,+531.267+257.304j
2017-03-28 00:00:27.270000 PDT,+532.923+258.106j
2017-03-28 00:00:27.280000 PDT,+534.579+258.908j
2017-03-28 00:00:27.290000 PDT,+536.233+259.71j
2017-03-28 00:00:27.300000 PDT,+537.888+260.511j
2017-03-28 00:00:27.310000 PDT,+539.541+261.312j
2017-03-28 00:00:27.320000 PDT,+541.194+262.112j
2017-03-28 00:00:27.330000 PDT,+542.847+262.913j
2017-03-28 00:00:27.340000 PDT,+544.498+263.713j
2017-03-28 00:00:27.350000 PDT,+546.149+264.512j
2017-03-28 00:00:27.360000 PDT,+547.8+265.312j
2017-03-28 00:00:27.370000 PDT,+549.449+266.111j
2017-03-28 00:00:27.380000 PDT,+551.098+266.909j
2017-03-28 00:00:27.390000 PDT,+552.747+267.708j
2017-03-28 00:00:27.400000 PDT,+554.394+268.506j
2017-03-28 00:00:27.410000 PDT,+556.041+269.303j
2017-03-28 00:00:27.420000 PDT,+557.688+270.101j
2017-03-28 00:00:27.430000 PDT,+559.333+270.898j
2017-03-28 00:00:27.440000 PDT,+560.978+271.694j
2017-03-28 00:00:27.450000 PDT,+562.622+272.49j
2017-03-28 00:00:27.460000 PDT,+564.266+273.286j
2017-03-28 00:00:27.470000 PDT,+565.909+274.082j
2017-03-28 00:00:27.480000 PDT,+567.551+274.877j
2017-03-28 00:00:27.490000 PDT,+569.192+275.672j
2017-03-28 00:00:27.500000 PDT,+570.833+276.467j
2017-03-28 00:00:27.510000 PDT,+572.473+277.261j
2017-03-28 00:00:27.520000 PDT,+574.112+278.055j
2017-03-28 00:00:27.530000 PDT,+575.75+278.849j
2017-03-28 00:00:27.540000 PDT,+577.388+279.642j
2017-03-28 00:00:27.550000 PDT,+579.025+280.435j
2017-03-28 00:00:27.560000 PDT,+580.661+281.227j
2017-03-28 00:00:27.570000 PDT,+582.297+282.019j
2017-03-28 00:00:27.580000 PDT,+583.931+282.811j
2017-03-28 00:00:27.590000 PDT,+585.566+283.602j
2017-03-28 00:00:27.600000 PDT,+587.199+284.393j
2017-03-28 00:00:27.610000 PDT,+588.831+285.184j
2017-03-28 00:00:27.620000 PDT,+590.463+285.974j
2017-03-28 00:00:27.630000 PDT,+592.094+286.764j
2017-03-28 00:00:27.640000 PDT,+593.725+287.554j
2017-03-28 00:00:27.650000 PDT,+595.354+288.343j
2017-03-28 00:00:27.660000 PDT,+596.983+289.132j
2017-03-28 00:00:27.670000 PDT,+598.611+289.921j
2017-03-28 00:00:27.680000 PDT,+600.239+290.709j
2017-03-28 00:00:27.690000 PDT,+601.865+291.497j
2017-03-28 00:00:27.700000 PDT,+603.491+292.284j
2017-03-28 00:00:27.710000 PDT,+605.117+293.071j
2017-03-28 00:00:27.720000 PDT,+606.741+293.858j
2017-03-28 00:00:27.730000 PDT,+608.365+294.645j
2017-03-28 00:00:27.740000 PDT,+609.988+295.431j
2017-03-28 00:00:27.750000 PDT,+611.61+296.216j
2017-03-28 00:00:27.760000 PDT,+613.232+297.002j
2017-03-28 00:00:27.770000 PDT,+614.853+297.787j
2017-03-28 00:00:27.780000 PDT,+616.473+298.571j
2017-03-28 00:00:27.790000 PDT,+618.092+299.356j
2017-03-28 00:00:27.800000 PDT,+619.711+300.14j
2017-03-28 00:00:27.810000 PDT,+621.329+300.923j
2017-03-28 00:00:27.820000 PDT,+622.946+301.707j
2017-03-28 00:00:27.830000 PDT,+624.563+302.49j
2017-03-28 00:00:27.840000 PDT,+626.179+303.272j
2017-03-28 00:00:27.850000 PDT,+627.794+304.055j
2017-03-28 00:00:27.860000 PDT,+629.409+304.837j
2017-03-28 00:00:27.870000 PDT,+631.023+305.618j
2017-03-28 00:00:27.880000 PDT,+632.636+306.399j
2017-03-28 00:00:27.890000 PDT,+634.248+307.18j
2017-03-28 00:00:27.900000 PDT,+635.86+307.961j
2017-03-28 00:00:27.910000 PDT,+637.471+308.741j
2017-03-28 00:00:27.920000 PDT,+639.082+309.521j
2017-03-28 00:00:27.930000 PDT,+640.692+310.301j
2017-03-28 00:00:27.940000 PDT,+642.301+311.081j
2017-03-28 00:00:27.950000 PDT,+643.91+311.86j
2017-03-28 00:00:27.960000 PDT,+645.518+312.638j
2017-03-28 00:00:27.970000 PDT,+647.125+313.417j
2017-03-28 00:00:27.980000 PDT,+648.732+314.195j
2017-03-28 00:00:27.990000 PDT,+650.338+314.973j
2017-03-28 00:00:28.000000 PDT,+651.943+315.75j
2017-03-28 00:00:28.010000 PDT,+653.548+316.528j
2017-03-28 00:00:28.020000 PDT,+655.152+317.305j
2017-03-28 00:00:28.030000 PDT,+656.756+318.081j
2017-03-28 00:00:28.040000 PDT,+658.359+318.858j
2017-03-28 00:00:28.050000 PDT,+659.961+319.634j
2017-03-28 00:00:28.060000 PDT,+661.563+320.41j
2017-03-28 00:00:28.070000 PDT,+663.165+321.185j
2017-03-28 00:00:28.080000 PDT,+664.765+321.961j
2017-03-28 00:00:28.090000 PDT,+666.366+322.736j
2017-03-28 00:00:28.100000 PDT,+667.965+323.51j
2017-03-28 00:00:28.110000 PDT,+669.564+324.285j
2017-03-28 00:00:28.120000 PDT,+671.163+325.059j
2017-03-28 00:00:28.130000 PDT,+672.761+325.833j
2017-03-28 00:00:28.140000 PDT,+674.359+326.607j
2017-03-28 00:00:28.150000 PDT,+675.956+327.38j
2017-03-28 00:00:28.160000 PDT,+677.552+328.153j
2017-03-28 00:00:28.170000 PDT,+679.148+328.926j
2017-03-28 00:00:28.180000 PDT,+680.744+329.699j
2017-03-28 00:00:28.190000 PDT,+682.339+330.472j
2017-03-28 00:00:28.200000 PDT,+684.035+331.293j
2017-03-28 00:00:29 PDT,+684.035+331.293j
2017-03-28 00:00:30 PDT,+671.547+325.245j
2017-03-28 00:00:31 PDT,+966.628+468.159j
2017-03-28 00:00:32 PDT,+1265.3+612.814j
2017-03-28 00:00:33 PDT,+1563.02+757.006j
2017-03-28 00:00:34 PDT,+1563.02+757.006j
2017-03-28 00:00:35 PDT,+1563.47+757.224j
2017-03-28 00:00:36 PDT,+1152.21+558.042j
2017-03-28 00:00:37 PDT,+751.974+364.198j
2017-03-28 00:00:38 PDT,+287.99+139.48j
2017-03-28 00:00:39 PDT,+287.99+139.48j
2017-03-28 00:00:40 PDT,+287.99+139.48j
2017-03-28 00:00:41 PDT,+287.99+139.48j
2017-03-28 00:00:42 PDT,+287.99+139.48j
2017-03-28 00:00:43 PDT,+287.99+139.48j
2017-03-28 00:00:44 PDT,+287.99+139.48j
2017-03-28 00:00:45 PDT,+287.99+139.48j
2017-03-28 00:00:46 PDT,+287.99+139.48j
2017-03-28 00:00:47 PDT,+287.99+139.48j
2017-03-28 00:00:48 PDT,+287.99+139.48j
2017-03-28 00:00:49 PDT,+287.99+139.48j
2017-03-28 00:00:50 PDT,+287.99+139.48j
2017-03-28 00:00:51 PDT,+287.99+139.48j
2017-03-28 00:00:52 PDT,+287.99+139.48j
2017-03-28 00:00:53 PDT,+287.99+139.48j
2017-03-28 00:00:54 PDT,+287.99+139.48j
2017-03-28 00:00:55 PDT,+287.99+139.48j
2017-03-28 00:00:56 PDT,+287.99+139.48j
2017-03-28 00:00:57 PDT,+287.99+139.48j
2017-03-28 00:00:58 PDT,+287.99+139.48j
2017-03-28 00:00:59 PDT,+287.99+139.48j
2017-03-28 00:01:00 PDT,+287.99+139.48j
2017-03-28 00:01:01 PDT,+287.99+139.48j
2017-03-28 00:01:02 PDT,+287.99+139.48j
2017-03-28 00:01:03 PDT,+287.99+139.48j
2017-03-28 00:01:04 PDT,+287.99+139.48j
2017-03-28 00:01:05 PDT,+287.99+139.48j
2017-03-28 00:01:06.000000 PDT,+287.99+139.48j
2017-03-28 00:01:06.010000 PDT,+0+0j
2017-03-28 00:01:07 PDT,+0+0j
2017-03-28 00:01:08 PDT,+0+0j
2017-03-28 00:01:09 PDT,+0+0j
2017-03-28 00:01:10 PDT,+0+0j
2017-03-28 00:01:11 PDT,+0+0j
2017-03-28 00:01:12 PDT,+0+0j
2017-03-28 00:01:13 PDT,+0+0j
2017-03-28 00:01:14 PDT,+0+0j
2017-03-28 00:01:15 PDT,+0+0j
2017-03-28 00:01:16 PDT,+0+0j
2017-03-28 00:01:17 PDT,+0+0j
2017-03-28 00:01:18 PDT,+0+0j
2017-03-28 00:01:19 PDT,+0+0j
2017-03-28 00:01:20 PDT,+0+0j
2017-03-28 00:01:21 PDT,+199.874+96.8034j
2017-03-28 00:01:22.000000 PDT,+407.112+197.173j
2017-03-28 00:01:22.010000 PDT,+407.129+197.181j
2017-03-28 00:01:22.020000 PDT,+406.747+196.996j
2017-03-28 00:01:22.030000 PDT,+406.365+196.812j
2017-03-28 00:01:22.040000 PDT,+405.983+196.627j
2017-03-28 00:01:22.050000 PDT,+405.602+196.442j
2017-03-28 00:01:22.060000 PDT,+405.22+196.257j
2017-03-28 00:01:22.070000 PDT,+404.838+196.072j
2017-03-28 00:01:22.080000 PDT,+404.457+195.887j
2017-03-28 00:01:22.090000 PDT,+404.075+195.703j
2017-03-28 00:01:22.100000 PDT,+403.694+195.518j
2017-03-28 00:01:22.110000 PDT,+403.312+195.333j
2017-03-28 00:01:22.120000 PDT,+402.931+195.148j
2017-03-28 00:01:22.130000 PDT,+402.55+194.964j
2017-03-28 00:01:22.140000 PDT,+402.168+194.779j
2017-03-28 00:01:22.150000 PDT,+401.787+194.594j
2017-03-28 00:01:22.160000 PDT,+401.406+194.41j
2017-03-28 00:01:22.170000 PDT,+401.024+194.225j
2017-03-28 00:01:22.180000 PDT,+400.643+194.04j
2017-03-28 00:01:22.190000 PDT,+400.262+193.856j
2017-03-28 00:01:22.200000 PDT,+399.881+193.671j
2017-03-28 00:01:22.210000 PDT,+399.5+193.487j
2017-03-28 00:01:22.220000 PDT,+399.119+193.302j
2017-03-28 00:01:22.230000 PDT,+398.738+193.118j
2017-03-28 00:01:22.240000 PDT,+398.357+192.933j
2017-03-28 00:01:22.250000 PDT,+397.976+192.749j
2017-03-28 00:01:22.260000 PDT,+397.595+192.564j
2017-03-28 00:01:22.270000 PDT,+397.214+192.38j
2017-03-28 00:01:22.280000 PDT,+396.833+192.195j
2017-03-28 00:01:22.290000 PDT,+396.453+192.011j
2017-03-28 00:01:22.300000 PDT,+396.072+191.826j
2017-03-28 00:01:22.310000 PDT,+395.691+191.642j
2017-03-28 00:01:22.320000 PDT,+395.31+191.458j
2017-03-28 00:01:22.330000 PDT,+394.93+191.273j
2017-03-28 00:01:22.340000 PDT,+394.549+191.089j
2017-03-28 00:01:22.350000 PDT,+394.169+190.905j
2017-03-28 00:01:22.360000 PDT,+393.788+190.72j
2017-03-28 00:01:22.370000 PDT,+393.408+190.536j
2017-03-28 00:01:22.380000 PDT,+393.027+190.352j
2017-03-28 00:01:22.390000 PDT,+392.647+190.168j
2017-03-28 00:01:22.400000 PDT,+392.267+189.983j
2017-03-28 00:01:22.410000 PDT,+391.886+189.799j
2017-03-28 00:01:22.420000 PDT,+391.506+189.615j
2017-03-28 00:01:22.430000 PDT,+391.126+189.431j
2017-03-28 00:01:22.440000 PDT,+390.746+189.247j
2017-03-28 00:01:22.450000 PDT,+390.366+189.063j
2017-03-28 00:01:22.460000 PDT,+389.986+188.879j
2017-03-28 00:01:22.470000 PDT,+389.606+188.695j
2017-03-28 00:01:22.480000 PDT,+389.226+188.511j
2017-03-28 00:01:22.490000 PDT,+388.846+188.327j
2017-03-28 00:01:22.500000 PDT,+388.466+188.143j
2017-03-28 00:01:22.510000 PDT,+388.086+187.959j
2017-03-28 00:01:22.520000 PDT,+387.706+187.775j
2017-03-28 00:01:22.530000 PDT,+387.327+187.591j
2017-03-28 00:01:22.540000 PDT,+386.947+187.407j
2017-03-28 00:01:22.550000 PDT,+386.567+187.223j
2017-03-28 00:01:22.560000 PDT,+386.188+187.039j
2017-03-28 00:01:22.570000 PDT,+385.808+186.855j
2017-03-28 00:01:22.580000 PDT,+385.429+186.672j
2017-03-28 00:01:22.590000 PDT,+385.049+186.488j
2017-03-28 00:01:22.600000 PDT,+384.67+186.304j
2017-03-28 00:01:22.610000 PDT,+384.29+186.12j
2017-03-28 00:01:22.620000 PDT,+383.911+185.937j
2017-03-28 00:01:22.630000 PDT,+383.532+185.753j
2017-03-28 00:01:22.640000 PDT,+383.153+185.569j
2017-03-28 00:01:22.650000 PDT,+382.773+185.386j
2017-03-28 00:01:22.660000 PDT,+382.394+185.202j
2017-03-28 00:01:22.670000 PDT,+382.015+185.018j
2017-03-28 00:01:22.680000 PDT,+381.636+184.835j
2017-03-28 00:01:22.690000 PDT,+381.257+184.651j
2017-03-28 00:01:22.700000 PDT,+380.878+184.468j
2017-03-28 00:01:22.710000 PDT,+380.499+184.284j
2017-03-28 00:01:22.720000 PDT,+380.121+184.101j
2017-03-28 00:01:22.730000 PDT,+379.742+183.917j
2017-03-28 00:01:22.740000 PDT,+379.363+183.734j
2017-03-28 00:01:22.750000 PDT,+378.985+183.551j
2017-03-28 00:01:22.760000 PDT,+378.606+183.367j
2017-03-28 00:01:22.770000 PDT,+378.227+183.184j
2017-03-28 00:01:22.780000 PDT,+377.849+183.001j
2017-03-28 00:01:22.790000 PDT,+377.47+182.817j
2017-03-28 00:01:22.800000 PDT,+377.092+182.634j
2017-03-28 00:01:22.810000 PDT,+376.714+182.451j
2017-03-28 00:01:22.820000 PDT,+376.335+182.268j
2017-03-28 00:01:22.830000 PDT,+375.957+182.084j
2017-03-28 00:01:22.840000 PDT,+375.579+181.901j
2017-03-28 00:01:22.850000 PDT,+375.201+181.718j
2017-03-28 00:01:22.860000 PDT,+374.823+181.535j
2017-03-28 00:01:22.870000 PDT,+374.445+181.352j
2017-03-28 00:01:22.880000 PDT,+374.067+181.169j
2017-03-28 00:01:22.890000 PDT,+373.689+180.986j
2017-03-28 00:01:22.900000 PDT,+373.311+180.803j
2017-03-28 00:01:22.910000 PDT,+372.933+180.62j
2017-03-28 00:01:22.920000 PDT,+372.556+180.437j
2017-03-28 00:01:22.930000 PDT,+372.178+180.254j
2017-03-28 00:01:22.940000 PDT,+371.8+180.071j
2017-03-28 00:01:22.950000 PDT,+371.423+179.888j
2017-03-28 00:01:22.960000 PDT,+371.045+179.705j
2017-03-28 00:01:22.970000 PDT,+370.668+179.523j
2017-03-28 00:01:22.980000 PDT,+370.291+179.34j
2017-03-28 00:01:22.990000 PDT,+369.913+179.157j
2017-03-28 00:01:23.000000 PDT,+369.536+178.974j
2017-03-28 00:01:23.010000 PDT,+369.068+178.748j
2017-03-28 00:01:23.020000 PDT,+370.19+179.291j
2017-03-28 00:01:23.030000 PDT,+371.312+179.835j
2017-03-28 00:01:23.040000 PDT,+372.435+180.379j
2017-03-28 00:01:23.050000 PDT,+373.558+180.923j
2017-03-28 00:01:23.060000 PDT,+374.682+181.467j
2017-03-28 00:01:23.070000 PDT,+375.807+182.011j
2017-03-28 00:01:23.080000 PDT,+376.931+182.556j
2017-03-28 00:01:23.090000 PDT,+378.057+183.101j
2017-03-28 00:01:23.100000 PDT,+379.182+183.646j
2017-03-28 00:01:23.110000 PDT,+380.308+184.192j
2017-03-28 00:01:23.120000 PDT,+381.435+184.737j
2017-03-28 00:01:23.130000 PDT,+382.562+185.283j
2017-03-28 00:01:23.140000 PDT,+383.689+185.829j
2017-03-28 00:01:23.150000 PDT,+384.817+186.375j
2017-03-28 00:01:23.160000 PDT,+385.945+186.922j
2017-03-28 00:01:23.170000 PDT,+387.074+187.469j
2017-03-28 00:01:23.180000 PDT,+388.203+188.015j
2017-03-28 00:01:23.190000 PDT,+389.333+188.562j
2017-03-28 00:01:23.200000 PDT,+390.462+189.11j
2017-03-28 00:01:23.210000 PDT,+391.593+189.657j
2017-03-28 00:01:23.220000 PDT,+392.723+190.205j
2017-03-28 00:01:23.230000 PDT,+393.854+190.752j
2017-03-28 00:01:23.240000 PDT,+394.986+191.3j
2017-03-28 00:01:23.250000 PDT,+396.117+191.848j
2017-03-28 00:01:23.260000 PDT,+397.249+192.397j
2017-03-28 00:01:23.270000 PDT,+398.382+192.945j
2017-03-28 00:01:23.280000 PDT,+399.514+193.494j
2017-03-28 00:01:23.290000 PDT,+400.647+194.042j
2017-03-28 00:01:23.300000 PDT,+401.781+194.591j
2017-03-28 00:01:23.310000 PDT,+402.914+195.14j
2017-03-28 00:01:23.320000 PDT,+404.048+195.689j
2017-03-28 00:01:23.330000 PDT,+405.182+196.239j
2017-03-28 00:01:23.340000 PDT,+406.317+196.788j
2017-03-28 00:01:23.350000 PDT,+407.452+197.338j
2017-03-28 00:01:23.360000 PDT,+408.587+197.888j
2017-03-28 00:01:23.370000 PDT,+409.722+198.437j
2017-03-28 00:01:23.380000 PDT,+410.858+198.987j
2017-03-28 00:01:23.390000 PDT,+411.993+199.538j
2017-03-28 00:01:23.400000 PDT,+413.13+200.088j
2017-03-28 00:01:23.410000 PDT,+414.266+200.638j
2017-03-28 00:01:23.420000 PDT,+415.402+201.189j
2017-03-28 00:01:23.430000 PDT,+416.539+201.739j
2017-03-28 00:01:23.440000 PDT,+417.676+202.29j
2017-03-28 00:01:23.450000 PDT,+418.814+202.841j
2017-03-28 00:01:23.460000 PDT,+419.951+203.392j
2017-03-28 00:01:23.470000 PDT,+421.089+203.943j
2017-03-28 00:01:23.480000 PDT,+422.226+204.494j
2017-03-28 00:01:23.490000 PDT,+423.364+205.045j
2017-03-28 00:01:23.500000 PDT,+424.503+205.596j
2017-03-28 00:01:23.510000 PDT,+425.641+206.147j
2017-03-28 00:01:23.520000 PDT,+426.78+206.699j
2017-03-28 00:01:23.530000 PDT,+427.918+207.25j
2017-03-28 00:01:23.540000 PDT,+429.057+207.802j
2017-03-28 00:01:23.550000 PDT,+430.196+208.353j
2017-03-28 00:01:23.560000 PDT,+431.335+208.905j
2017-03-28 00:01:23.570000 PDT,+432.475+209.457j
2017-03-28 00:01:23.580000 PDT,+433.614+210.009j
2017-03-28 00:01:23.590000 PDT,+434.753+210.561j
2017-03-28 00:01:23.600000 PDT,+435.893+211.113j
2017-03-28 00:01:23.610000 PDT,+437.033+211.665j
2017-03-28 00:01:23.620000 PDT,+438.173+212.217j
2017-03-28 00:01:23.630000 PDT,+439.313+212.769j
2017-03-28 00:01:23.640000 PDT,+440.453+213.321j
2017-03-28 00:01:23.650000 PDT,+441.593+213.873j
2017-03-28 00:01:23.660000 PDT,+442.733+214.425j
2017-03-28 00:01:23.670000 PDT,+443.873+214.978j
2017-03-28 00:01:23.680000 PDT,+445.014+215.53j
2017-03-28 00:01:23.690000 PDT,+446.154+216.082j
2017-03-28 00:01:23.700000 PDT,+447.294+216.635j
2017-03-28 00:01:23.710000 PDT,+448.435+217.187j
2017-03-28 00:01:23.720000 PDT,+449.575+217.739j
2017-03-28 00:01:23.730000 PDT,+450.716+218.292j
2017-03-28 00:01:23.740000 PDT,+451.857+218.844j
2017-03-28 00:01:23.750000 PDT,+452.997+219.397j
2017-03-28 00:01:23.760000 PDT,+454.138+219.949j
2017-03-28 00:01:23.770000 PDT,+455.279+220.501j
2017-03-28 00:01:23.780000 PDT,+456.419+221.054j
2017-03-28 00:01:23.790000 PDT,+457.56+221.606j
2017-03-28 00:01:23.800000 PDT,+458.7+222.159j
2017-03-28 00:01:23.810000 PDT,+459.841+222.711j
2017-03-28 00:01:23.820000 PDT,+460.982+223.264j
2017-03-28 00:01:23.830000 PDT,+462.122+223.816j
2017-03-28 00:01:23.840000 PDT,+463.263+224.368j
2017-03-28 00:01:23.850000 PDT,+464.403+224.921j
2017-03-28 00:01:23.860000 PDT,+465.544+225.473j
2017-03-28 00:01:23.870000 PDT,+466.684+226.026j
2017-03-28 00:01:23.880000 PDT,+467.825+226.578j
2017-03-28 00:01:23.890000 PDT,+468.965+227.13j
2017-03-28 00:01:23.900000 PDT,+470.105+227.682j
2017-03-28 00:01:23.910000 PDT,+471.246+228.235j
2017-03-28 00:01:23.920000 PDT,+472.386+228.787j
2017-03-28 00:01:23.930000 PDT,+473.526+229.339j
2017-03-28 00:01:23.940000 PDT,+474.666+229.891j
2017-03-28 00:01:23.950000 PDT,+475.806+230.443j
2017-03-28 00:01:23.960000 PDT,+476.946+230.995j
2017-03-28 00:01:23.970000 PDT,+478.085+231.547j
2017-03-28 00:01:23.980000 PDT,+479.225+232.099j
2017-03-28 00:01:23.990000 PDT,+480.365+232.651j
2017-03-28 00:01:24.000000 PDT,+481.504+233.203j
2017-03-28 00:01:24.010000 PDT,+482.643+233.755j
2017-03-28 00:01:24.020000 PDT,+483.782+234.307j
2017-03-28 00:01:24.030000 PDT,+484.921+234.858j
2017-03-28 00:01:24.040000 PDT,+486.06+235.41j
2017-03-28 00:01:24.050000 PDT,+487.199+235.961j
2017-03-28 00:01:24.060000 PDT,+488.338+236.513j
2017-03-28 00:01:24.070000 PDT,+489.476+237.064j
2017-03-28 00:01:24.080000 PDT,+490.615+237.616j
2017-03-28 00:01:24.090000 PDT,+491.753+238.167j
2017-03-28 00:01:24.100000 PDT,+492.891+238.718j
2017-03-28 00:01:24.110000 PDT,+494.029+239.269j
2017-03-28 00:01:24.120000 PDT,+495.166+239.82j
2017-03-28 00:01:24.130000 PDT,+496.304+240.371j
2017-03-28 00:01:24.140000 PDT,+497.441+240.922j
